number,target,multiplier,addend,total,diff,angle
145,227,12.5,3.5,113.5,31.5,38.05236939863048
147,29,12.5,18.5,116.0,31.0,38.2775234881655
149,933,12.5,3.5,116.625,32.375,38.05093050600106
151,473,12.5,4.5,118.25,32.75,38.064942667662145
153,479,12.5,3.5,119.75,33.25,38.049566797377054
155,243,12.5,6.5,121.5,33.5,38.091867106792535
157,983,12.5,3.5,122.875,34.125,38.04827253009803
159,249,12.5,4.5,124.5,34.5,38.06161419466376
161,63,12.5,3.5,126.0,35.0,38.047042531826094
163,1,12.5,10.5,128.0,35.0,38.14169927622801
165,1033,12.5,3.5,129.125,35.875,38.04587213146034
167,523,12.5,4.5,130.75,36.25,38.05860435657695
169,529,12.5,3.5,132.25,36.75,38.04475709985629
171,67,12.5,6.5,134.0,37.0,38.083162797813664
173,1083,12.5,3.5,135.375,37.625,38.04369359876402
175,137,12.5,4.5,137.0,38.0,38.05586948900677
177,277,12.5,3.5,138.5,38.5,38.04267813668576
179,9,12.5,66.5,144.0,35.0,38.81560876610579
181,1133,12.5,3.5,141.625,39.375,38.04170753058325
183,573,12.5,4.5,143.25,39.75,38.05337355716088
185,579,12.5,3.5,144.75,40.25,38.04077887254999
187,293,12.5,6.5,146.5,40.5,38.07594642506398
189,1183,12.5,3.5,147.875,41.125,38.03988950071305
191,299,12.5,4.5,149.5,41.5,38.051086559170656
193,151,12.5,3.5,151.0,42.0,38.03903697375145
195,153,12.5,10.5,153.0,42.0,38.11827636936305
197,1233,12.5,3.5,154.125,42.875,38.03821904851714
199,623,12.5,4.5,155.75,43.25,38.04898331427616
201,629,12.5,3.5,157.25,43.75,38.0374336603268
203,159,12.5,6.5,159.0,44.0,38.069866503336804
205,1283,12.5,3.5,160.375,44.625,38.03667890555959
207,81,12.5,4.5,162.0,45.0,38.04704253182608
209,327,12.5,3.5,163.5,45.5,38.03595302625235
211,83,12.5,18.5,166.0,45.0,38.193186276902615
213,1333,12.5,3.5,166.625,46.375,38.035254396429636
215,673,12.5,4.5,168.25,46.75,38.0452460879967
217,679,12.5,3.5,169.75,47.25,38.03458150994489
219,343,12.5,6.5,171.5,47.5,38.064674171937014
221,1383,12.5,3.5,172.875,48.125,38.03393296964148
223,349,12.5,4.5,174.5,48.5,38.04357845809917
225,11,12.5,3.5,176.0,49.0,38.033307477669176
227,89,12.5,10.5,178.0,49.0,38.1014480034394
229,1433,12.5,3.5,179.125,49.875,38.03270382681522
231,723,12.5,4.5,180.75,50.25,38.042026266779104
233,729,12.5,3.5,182.25,50.75,38.03212089272776
235,23,12.5,6.5,184.0,51.0,38.06018828805133
237,1483,12.5,3.5,185.375,51.625,38.0315576269266
239,187,12.5,4.5,187.0,52.0,38.04057792850104
241,377,12.5,3.5,188.5,52.5,38.031013050509436
243,3,12.5,34.5,192.0,51.0,38.31309067381764
245,1533,12.5,3.5,191.625,53.375,38.030486248474595
247,773,12.5,4.5,193.25,53.75,38.03922335785953
249,779,12.5,3.5,194.75,54.25,38.029976364590645
251,393,12.5,6.5,196.5,54.5,38.0562738603466
253,1583,12.5,3.5,197.875,55.125,38.02948259675238
255,399,12.5,4.5,199.5,55.5,38.037953734390726
257,201,12.5,3.5,201.0,56.0,38.029004192770536
259,203,12.5,10.5,203.0,56.0,38.08877288097533
261,1633,12.5,3.5,204.125,56.875,38.02854044654827
263,823,12.5,4.5,205.75,57.25,38.03676131028579
265,829,12.5,3.5,207.25,57.75,38.02809069460392
267,209,12.5,6.5,209.0,58.0,38.0528282310403
269,1683,12.5,3.5,210.375,58.625,38.02765431290383
271,53,12.5,4.5,212.0,59.0,38.035639252145195
273,427,12.5,3.5,213.5,59.5,38.02723071397354
275,27,12.5,18.5,216.0,59.0,38.14802392450038
277,1733,12.5,3.5,216.625,60.375,38.026819344259096
279,873,12.5,4.5,218.25,60.75,38.03458150994489
281,879,12.5,3.5,219.75,61.25,38.02641968171375
283,443,12.5,6.5,221.5,61.5,38.04977194205235
285,1783,12.5,3.5,222.875,62.125,38.02603123358769
287,449,12.5,4.5,224.5,62.5,38.033582707906916
289,113,12.5,3.5,226.0,63.0,38.02565353440134
291,57,12.5,10.5,228.0,63.0,38.078882361565
293,1833,12.5,3.5,229.125,63.875,38.025286144084646
295,923,12.5,4.5,230.75,64.25,38.032638053118646
297,929,12.5,3.5,232.25,64.75,38.02492864626652
299,117,12.5,6.5,234.0,65.0,38.047042531826094
301,1883,12.5,3.5,235.375,65.625,38.02458064670071
303,237,12.5,4.5,237.0,66.0,38.031743258621454
305,477,12.5,3.5,238.5,66.5,38.024241771815596
307,1,12.5,258.5,256.0,51.0,39.82392335925867
309,1933,12.5,3.5,241.625,67.375,38.0239116673764
311,973,12.5,4.5,243.25,67.75,38.03089447836494
313,979,12.5,3.5,244.75,68.25,38.02358999725005
315,493,12.5,6.5,246.5,68.5,38.044590221456374
317,1983,12.5,3.5,247.875,69.125,38.02327644226348
319,499,12.5,4.5,249.5,69.5,38.03008825194422
321,251,12.5,3.5,251.0,70.0,38.02297069914732
323,253,12.5,10.5,253.0,70.0,38.070949640308086
325,2033,12.5,3.5,254.125,70.875,38.022672479557535
327,1023,12.5,4.5,255.75,71.25,38.02932145744588
329,1029,12.5,3.5,257.25,71.75,38.022381509168305
331,259,12.5,6.5,259.0,72.0,38.042374851224345
333,2083,12.5,3.5,260.375,72.625,38.022097526830464
335,131,12.5,4.5,262.0,73.0,38.02859127104758
337,527,12.5,3.5,263.5,73.5,38.02182028378974
339,133,12.5,18.5,266.0,73.0,38.11988575616393
341,2133,12.5,3.5,266.625,74.375,38.02154954295991
343,1073,12.5,4.5,268.25,74.75,38.02789513226912
345,1079,12.5,3.5,269.75,75.25,38.02128507824675
347,543,12.5,6.5,271.5,75.5,38.04036366417918
349,2183,12.5,3.5,272.875,76.125,38.021026673918186
351,549,12.5,4.5,274.5,76.5,38.02723071397354
353,69,12.5,3.5,276.0,77.0,38.02077412401742
355,139,12.5,10.5,278.0,77.0,38.064445759937875
357,2233,12.5,3.5,279.125,77.875,38.02052723181551
359,1123,12.5,4.5,280.75,78.25,38.02659589637782
361,1129,12.5,3.5,282.25,78.75,38.0202858093002
363,71,12.5,6.5,284.0,79.0,38.0385296755611
365,2283,12.5,3.5,285.375,79.625,38.0200496766985
367,287,12.5,4.5,287.0,80.0,38.02598874446139
369,577,12.5,3.5,288.5,80.5,38.01981866203014
371,73,12.5,34.5,292.0,79.0,38.20493897898026
373,2333,12.5,3.5,291.625,81.375,38.01959260069002
375,1173,12.5,4.5,293.25,81.75,38.02540748826532
377,1179,12.5,3.5,294.75,82.25,38.0193713350569
379,593,12.5,6.5,296.5,82.5,38.03685045503144
381,2383,12.5,3.5,297.875,83.125,38.01915471412698
383,599,12.5,4.5,299.5,83.5,38.024850505659636
385,301,12.5,3.5,301.0,84.0,38.01894259317021
387,303,12.5,10.5,303.0,84.0,38.05901657125742
389,2433,12.5,3.5,304.125,84.875,38.01873483340782
391,1223,12.5,4.5,305.75,85.25,38.02431630722547
393,1229,12.5,3.5,307.25,85.75,38.01853130170953
395,309,12.5,6.5,309.0,86.0,38.03530720471913
397,2483,12.5,3.5,310.375,86.625,38.018331870309105
399,39,12.5,4.5,312.0,87.0,38.02380352295519
401,627,12.5,3.5,313.5,87.5,38.01813641653685
403,79,12.5,18.5,316.0,87.0,38.10067231580176
405,2533,12.5,3.5,316.625,88.375,38.017944822568
407,1273,12.5,4.5,318.25,88.75,38.023310890520634
409,1279,12.5,3.5,319.75,89.25,38.017756975185875
411,643,12.5,6.5,321.5,89.5,38.03388405251045
413,2583,12.5,3.5,322.875,90.125,38.017572765558796
415,649,12.5,4.5,324.5,90.5,38.02283724489776
417,163,12.5,3.5,326.0,91.0,38.01739208902983
419,41,12.5,10.5,328.0,91.0,38.05441603149751
421,2633,12.5,3.5,329.125,91.875,38.01721484491848
423,1323,12.5,4.5,330.75,92.25,38.022381509168305
425,1329,12.5,3.5,332.25,92.75,38.01704093633363
427,167,12.5,6.5,334.0,93.0,38.032567504151196
429,2683,12.5,3.5,335.375,93.625,38.01687026999692
431,337,12.5,4.5,337.0,94.0,38.02194268634545
433,677,12.5,3.5,338.5,94.5,38.01670275607593
435,43,12.5,66.5,344.0,91.0,38.337109444280394
437,2733,12.5,3.5,341.625,95.375,38.016538308026504
439,1373,12.5,4.5,343.25,95.75,38.021519852093085
441,1379,12.5,3.5,344.75,96.25,38.01637684244365
443,693,12.5,6.5,346.5,96.5,38.03134601402757
445,2783,12.5,3.5,347.875,97.125,38.01621827892047
447,699,12.5,4.5,349.5,97.5,38.021112148226656
449,351,12.5,3.5,351.0,98.0,38.01606253991472
451,353,12.5,10.5,353.0,98.0,38.0504678788366
453,2833,12.5,3.5,354.125,98.875,38.01590955062225
455,1423,12.5,4.5,355.75,99.25,38.02071877689925
457,1429,12.5,3.5,357.25,99.75,38.01575923885728
459,359,12.5,6.5,359.0,100.0,38.03020964567982
461,2883,12.5,3.5,360.375,100.625,38.01561153493888
463,181,12.5,4.5,362.0,101.0,38.020338995390524
465,727,12.5,3.5,363.5,101.5,38.01546637158311
467,183,12.5,18.5,366.0,101.0,38.086718753434766
469,2933,12.5,3.5,366.625,102.375,38.01532368380097
471,1473,12.5,4.5,368.25,102.75,38.01997211142631
473,1479,12.5,3.5,369.75,103.25,38.015183408801285
475,743,12.5,6.5,371.5,103.5,38.02914980089956
477,2983,12.5,3.5,372.875,104.125,38.01504548589866
479,749,12.5,4.5,374.5,104.5,38.01961747896723
481,47,12.5,3.5,376.0,105.0,38.01490985642584
483,189,12.5,10.5,378.0,105.0,38.04704253182608
485,3033,12.5,3.5,379.125,105.875,38.0147764636506
487,1523,12.5,4.5,380.75,106.25,38.01927449441224
489,1529,12.5,3.5,382.25,106.75,38.014645252696575
491,3,12.5,6.5,384.0,107.0,38.02815900177218
493,3083,12.5,3.5,385.375,107.625,38.01451617046799
495,387,12.5,4.5,387.0,108.0,38.01894259317021
497,777,12.5,3.5,388.5,108.5,38.014389165578024
499,49,12.5,34.5,392.0,107.0,38.15215526683768
501,3133,12.5,3.5,391.625,109.375,38.0142641882806
503,1573,12.5,4.5,393.25,109.75,38.01862124655855
505,1579,12.5,3.5,394.75,110.25,38.01414119040545
507,793,12.5,6.5,396.5,110.5,38.02723071397354
509,3183,12.5,3.5,397.875,111.125,38.01402012529613
511,799,12.5,4.5,399.5,111.5,38.01830995899317
