number,target,multiplier,addend,total,diff,angle
111,273,78.125,64.125,34.125,76.875,17.089125982718897
113,277,78.125,35.875,34.625,78.375,17.03589877442249
115,73,78.125,359.625,36.5,78.5,17.60898563104684
117,4583,78.125,25.375,35.8046875,81.1953125,17.015314107097293
119,2333,78.125,35.125,36.453125,82.546875,17.031334043531736
121,593,78.125,34.875,37.0625,83.9375,17.029913021219315
123,151,78.125,54.625,37.75,85.25,17.061803419217423
125,153,78.125,26.375,38.25,86.75,17.0141107080744
127,623,78.125,46.125,38.9375,88.0625,17.045250864427732
129,633,78.125,49.875,39.5625,89.4375,17.05004590098
131,323,78.125,101.625,40.375,90.625,17.12961757371504
133,651,78.125,25.375,40.6875,92.3125,17.009974550406614
135,1323,78.125,37.125,41.34375,93.65625,17.02720733504796
137,2683,78.125,28.875,41.921875,95.078125,17.014062906809244
139,683,78.125,68.625,42.6875,96.3125,17.071948152530517
141,173,78.125,56.375,43.25,97.75,17.052745126225034
143,23,78.125,604.125,46.0,97.0,17.83185762854147
145,89,78.125,63.875,44.5,100.5,17.061069417852988
147,183,78.125,227.625,45.75,101.25,17.28742102835056
149,5833,78.125,25.375,45.5703125,103.4296875,17.005781530731714
151,1479,78.125,35.125,46.21875,104.78125,17.018534277125543
153,749,78.125,30.875,46.8125,106.1875,17.01222738225068
155,3,78.125,178.625,48.0,107.0,17.20657258804146
157,3073,78.125,26.375,48.015625,108.984375,17.005309079014825
159,779,78.125,42.125,48.6875,110.3125,17.025148238413287
161,99,78.125,93.875,49.5,111.5,17.090224434219667
163,1,78.125,3649.625,64.0,99.0,21.43686013522516
165,3229,78.125,25.375,50.453125,114.546875,17.002401566119776
167,409,78.125,41.125,51.125,115.875,17.021325843080486
169,827,78.125,28.875,51.6875,117.3125,17.005895320521798
171,53,78.125,208.625,53.0,118.0,17.220379274978306
173,1693,78.125,28.375,52.90625,120.09375,17.00449525486289
175,429,78.125,56.125,53.625,121.375,17.036560946208485
177,1733,78.125,35.875,54.15625,122.84375,17.012408751948406
179,29,78.125,863.625,58.0,121.0,17.953483017083666
181,7083,78.125,25.375,55.3359375,125.6640625,16.99961907280226
183,3583,78.125,35.125,55.984375,127.015625,17.010209992336307
185,453,78.125,42.875,56.625,128.375,17.018358463584946
187,1833,78.125,54.625,57.28125,129.71875,17.030708796374306
189,1849,78.125,26.375,57.78125,131.21875,16.99948744135061
191,117,78.125,54.125,58.5,132.5,17.028921417572175
193,473,78.125,57.875,59.125,133.875,17.03229620327125
195,479,78.125,93.625,59.875,135.125,17.06917134387212
197,1927,78.125,25.375,60.21875,136.78125,16.99728849451037
199,487,78.125,37.125,60.875,138.125,17.00910849761189
201,3933,78.125,28.875,61.453125,139.546875,17.00032795053411
203,249,78.125,76.625,62.25,140.75,17.048171023747923
205,1003,78.125,32.375,62.6875,142.3125,17.003248700746067
207,127,78.125,84.125,63.5,143.5,17.054090797787385
209,1023,78.125,39.875,63.9375,145.0625,17.00997455040659
211,33,78.125,411.625,66.0,145.0,17.36948491098407
213,8333,78.125,25.375,65.1015625,147.8984375,16.995308004495282
215,263,78.125,35.125,65.75,149.25,17.004363191775603
217,2123,78.125,30.875,66.34375,150.65625,17.00004639122557
219,1073,78.125,58.625,67.0625,151.9375,17.025712378985077
221,4323,78.125,26.375,67.546875,153.453125,16.995351488052403
223,2183,78.125,42.125,68.21875,154.78125,17.009588128736652
225,9,78.125,853.875,72.0,153.0,17.744671625056924
227,279,78.125,121.625,69.75,157.25,17.080555680874067
229,4479,78.125,25.375,69.984375,159.015625,16.993604230691645
231,283,78.125,65.125,70.75,160.25,17.02862460899406
233,2279,78.125,28.875,71.21875,161.78125,16.99628960822548
235,73,78.125,328.625,73.0,162.0,17.25679552799369
237,1159,78.125,28.375,72.4375,164.5625,16.995429648319544
239,293,78.125,80.125,73.25,165.75,17.03953512021406
241,1179,78.125,35.875,73.6875,167.3125,17.001392727754972
243,3,78.125,5591.625,96.0,147.0,21.557079285037716
245,9583,78.125,25.375,74.8671875,170.1328125,16.99212296544475
247,4833,78.125,35.125,75.515625,171.484375,17.000031116323918
249,609,78.125,34.875,76.125,172.875,16.999591823809396
251,1229,78.125,54.625,76.8125,174.1875,17.01546741587763
253,1237,78.125,26.375,77.3125,175.6875,16.992261664710316
255,39,78.125,46.125,78.0,177.0,17.007946955407302
257,629,78.125,49.875,78.625,178.375,17.010645146095808
259,159,78.125,117.625,79.5,179.5,17.063858025549845
261,319,78.125,25.375,79.75,181.25,16.99082329198618
263,2573,78.125,37.125,80.40625,182.59375,16.999816860881893
265,5183,78.125,28.875,80.984375,184.015625,16.993226447634207
267,327,78.125,68.625,81.75,185.25,17.023528692365844
269,329,78.125,40.375,82.25,186.75,17.00164530191779
271,333,78.125,140.125,83.25,187.75,17.076725958869826
273,167,78.125,47.875,83.5,189.5,17.006818019020493
275,43,78.125,531.625,86.0,189.0,17.36588711632226
277,10833,78.125,25.375,84.6328125,192.3671875,16.989673746294983
279,2729,78.125,35.125,85.28125,193.71875,16.99669264196568
281,687,78.125,30.875,85.875,195.125,16.993413370732803
283,693,78.125,66.625,86.625,196.375,17.019108930387226
285,5573,78.125,26.375,87.078125,197.921875,16.98986562633013
287,351,78.125,42.125,87.75,199.25,17.000966606317434
289,177,78.125,77.875,88.5,200.5,17.026074481261976
291,179,78.125,177.625,89.5,201.5,17.09581085999239
293,5729,78.125,25.375,89.515625,203.484375,16.988649736387185
295,1443,78.125,41.125,90.1875,204.8125,16.999458072705682
297,363,78.125,28.875,90.75,206.25,16.99082329198618
299,733,78.125,96.625,91.625,207.375,17.037061447523108
301,2943,78.125,28.375,91.96875,209.03125,16.990218786564334
303,1483,78.125,56.125,92.6875,210.3125,17.00883696125803
305,2983,78.125,35.875,93.21875,211.78125,16.994999227888815
307,1,78.125,8783.625,128.0,179.0,22.63311559061481
309,12083,78.125,25.375,94.3984375,214.6015625,16.987731763307227
311,6083,78.125,35.125,95.046875,215.953125,16.994041100105747
313,383,78.125,58.875,95.75,217.25,17.00942392990853
315,3083,78.125,54.625,96.34375,218.65625,17.006418184120353
317,3099,78.125,26.375,96.84375,220.15625,16.987953286778446
319,49,78.125,166.125,98.0,221.0,17.077482978391398
321,393,78.125,73.875,98.25,222.75,17.018027648426308
323,1583,78.125,93.625,98.9375,224.0625,17.03024808526774
325,3177,78.125,25.375,99.28125,225.71875,16.986904167566376
327,1599,78.125,37.125,99.9375,227.0625,16.9941618664001
329,6433,78.125,28.875,100.515625,228.484375,16.98888757471322
331,203,78.125,124.625,101.5,229.5,17.04797617030002
333,407,78.125,32.375,101.75,231.25,16.99082329198618
335,103,78.125,196.125,103.0,232.0,17.090709716131734
337,103,78.125,39.875,103.0,234.0,16.99514261195636
339,833,78.125,171.625,104.125,234.875,17.074517615191752
341,13333,78.125,25.375,104.1640625,236.8359375,16.986154228461345
343,1677,78.125,35.125,104.8125,238.1875,16.991884251262285
345,3373,78.125,30.875,105.40625,239.59375,16.989241056502024
347,849,78.125,58.625,106.125,240.875,17.00550443397888
349,6823,78.125,26.375,106.609375,242.390625,16.986391605208258
351,3433,78.125,42.125,107.28125,243.71875,16.99548870270036
353,433,78.125,133.875,108.25,244.75,17.048536441866055
355,109,78.125,169.625,109.0,246.0,17.068698614998276
357,6979,78.125,25.375,109.046875,247.953125,16.985471505573987
359,439,78.125,49.125,109.75,249.25,16.998932380584918
361,3529,78.125,28.875,110.28125,250.71875,16.987295001731162
363,223,78.125,184.625,111.5,251.5,17.074996260902026
365,223,78.125,28.375,111.5,253.5,16.986835140423814
367,449,78.125,64.125,112.25,254.75,17.006687283001163
369,451,78.125,35.875,112.75,256.25,16.99082329198616
371,229,78.125,327.625,114.5,256.5,17.151551340839102
373,14583,78.125,25.375,113.9296875,259.0703125,16.984847349738583
375,7333,78.125,35.125,114.578125,260.421875,16.990095466979646
377,1843,78.125,34.875,115.1875,261.8125,16.989858005609292
379,927,78.125,54.625,115.875,263.125,17.000424675990516
381,931,78.125,26.375,116.375,264.625,16.985092233530533
383,1873,78.125,46.125,117.0625,265.9375,16.99557396914281
385,1883,78.125,49.875,117.6875,267.3125,16.997439623780764
387,237,78.125,101.625,118.5,268.5,17.02466937223534
389,1901,78.125,25.375,118.8125,270.1875,16.984274534686918
391,3823,78.125,37.125,119.46875,271.53125,16.99035793138017
393,7683,78.125,28.875,120.046875,272.953125,16.98596175825833
395,1933,78.125,68.625,120.8125,274.1875,17.006483979854153
397,243,78.125,88.375,121.5,275.5,17.016486051033503
399,123,78.125,316.125,123.0,276.0,17.132996150343136
401,123,78.125,159.875,123.0,278.0,17.052513574799026
403,31,78.125,259.625,124.0,279.0,17.102728969052368
405,15833,78.125,25.375,123.6953125,281.3046875,16.983746976001594
407,3979,78.125,35.125,124.34375,282.65625,16.988587939229546
409,1999,78.125,30.875,124.9375,284.0625,16.98637439560355
411,503,78.125,82.625,125.75,285.25,17.01207116573304
413,8073,78.125,26.375,126.140625,286.859375,16.98399420323668
415,2029,78.125,42.125,126.8125,288.1875,16.991700182079995
417,1,78.125,189.875,128.0,289.0,17.064100436551442
419,129,78.125,289.625,129.0,290.0,17.11233751826853
421,8229,78.125,25.375,128.578125,292.421875,16.98325951415127
423,517,78.125,41.125,129.25,293.75,16.99082329198616
425,2077,78.125,28.875,129.8125,295.1875,16.984829270680056
427,523,78.125,112.625,130.75,296.25,17.02490712343099
429,4193,78.125,28.375,131.03125,297.96875,16.98446099414159
431,527,78.125,56.125,131.75,299.25,16.997577778863466
433,4233,78.125,35.875,132.28125,300.71875,16.987881701230084
435,17,78.125,831.625,136.0,299.0,17.36152408379874
437,17083,78.125,25.375,133.4609375,303.5390625,16.982807745186136
439,8583,78.125,35.125,134.109375,304.890625,16.98730016854027
441,539,78.125,42.875,134.75,306.25,16.99082329198616
443,4333,78.125,54.625,135.40625,307.59375,16.996162693178736
445,4349,78.125,26.375,135.90625,309.09375,16.983054081692273
447,1093,78.125,54.125,136.625,310.375,16.99570787735898
449,549,78.125,57.875,137.25,311.75,16.997307007017618
451,69,78.125,93.625,138.0,313.0,17.01341371869612
453,4427,78.125,25.375,138.34375,314.65625,16.982387887309773
455,139,78.125,37.125,139.0,316.0,16.987624019025446
457,8933,78.125,28.875,139.578125,317.421875,16.983855369988614
459,1123,78.125,76.625,140.375,318.625,17.00509322882122
461,2253,78.125,32.375,140.8125,320.1875,16.985297364226028
463,1133,78.125,84.125,141.625,321.375,17.008113368745526
465,2273,78.125,39.875,142.0625,322.9375,16.98847544910186
467,573,78.125,187.625,143.25,323.75,17.053142778512257
469,18333,78.125,25.375,143.2265625,325.7734375,16.981996674761465
471,1151,78.125,35.125,143.875,327.125,16.986187367310944
473,4623,78.125,30.875,144.46875,328.53125,16.98428343545268
475,2323,78.125,58.625,145.1875,329.8125,16.996186038880484
477,9323,78.125,26.375,145.671875,331.328125,16.98224009043818
479,4683,78.125,42.125,146.34375,332.65625,16.988923945552276
481,37,78.125,309.875,148.0,333.0,17.102728969052368
483,1183,78.125,121.625,147.875,335.125,17.02246239208611
485,9479,78.125,25.375,148.109375,336.890625,16.981631272701534
487,149,78.125,97.125,149.0,338.0,17.011743976288898
489,4779,78.125,28.875,149.34375,339.65625,16.983008924568775
491,3,78.125,10792.625,192.0,299.0,21.3574214909469
493,2409,78.125,28.375,150.5625,342.4375,16.98270322034669
495,303,78.125,112.125,151.5,343.5,17.017285816244094
497,2429,78.125,35.875,151.8125,345.1875,16.9856976435743
499,77,78.125,439.625,154.0,345.0,17.151127476065287
501,19583,78.125,25.375,152.9921875,348.0078125,16.981289208405475
503,9833,78.125,35.125,153.640625,349.359375,16.985216144313814
505,617,78.125,34.875,154.25,350.75,16.985058186592205
507,2479,78.125,54.625,154.9375,352.0625,16.992976587321383
509,2487,78.125,26.375,155.4375,353.5625,16.981528442002737
511,1249,78.125,46.125,156.125,354.875,16.989398971614726
