number,target,multiplier,addend,total,diff,angle
141,9,0.5,1.5,36.0,105.0,14.32271997820355
143,5,0.5,8.5,40.0,103.0,15.627383739121068
145,37,0.5,1.5,37.0,108.0,14.314826910404852
147,19,0.5,2.5,38.0,109.0,14.493867758276156
149,19,0.5,1.5,38.0,111.0,14.307357120410291
151,5,0.5,4.5,40.0,111.0,14.836908761560695
153,39,0.5,1.5,39.0,114.0,14.300277449185575
155,5,0.5,2.5,40.0,115.0,14.47029410006589
157,5,0.5,1.5,40.0,117.0,14.293558113047377
159,3,0.5,16.5,48.0,111.0,16.798371781305296
161,41,0.5,1.5,41.0,120.0,14.287172284841144
163,21,0.5,2.5,42.0,121.0,14.44903012645947
165,21,0.5,1.5,42.0,123.0,14.281095735970812
167,11,0.5,4.5,44.0,123.0,14.760449302092374
169,43,0.5,1.5,43.0,126.0,14.275306529209354
171,11,0.5,2.5,44.0,127.0,14.429752249755762
173,11,0.5,1.5,44.0,129.0,14.269784754079838
175,3,0.5,8.5,48.0,127.0,15.33819614050535
177,45,0.5,1.5,45.0,132.0,14.264512298079909
179,23,0.5,2.5,46.0,133.0,14.412194630867022
181,23,0.5,1.5,46.0,135.0,14.259472648210481
183,3,0.5,4.5,48.0,135.0,14.697319279511905
185,47,0.5,1.5,47.0,138.0,14.254650718226651
187,3,0.5,2.5,48.0,139.0,14.396136847169007
189,3,0.5,1.5,48.0,141.0,14.250032697803595
191,1,0.5,32.5,64.0,127.0,18.524895027703007
193,49,0.5,1.5,49.0,144.0,14.24560592044138
195,25,0.5,2.5,50.0,145.0,14.381394591090594
197,25,0.5,1.5,50.0,147.0,14.241358747447782
199,13,0.5,4.5,52.0,147.0,14.644312637155673
201,51,0.5,1.5,51.0,150.0,14.237280465761097
203,13,0.5,2.5,52.0,151.0,14.367812564673669
205,13,0.5,1.5,52.0,153.0,14.233361197724722
207,7,0.5,8.5,56.0,151.0,15.13794958313286
209,53,0.5,1.5,53.0,156.0,14.229591821213425
211,27,0.5,2.5,54.0,157.0,14.355258988153379
213,27,0.5,1.5,54.0,159.0,14.225963898751806
215,7,0.5,4.5,56.0,159.0,14.59917515251203
217,55,0.5,1.5,55.0,162.0,14.222469614465517
219,7,0.5,2.5,56.0,163.0,14.343621310432118
221,7,0.5,1.5,56.0,165.0,14.219101717874006
223,1,0.5,16.5,64.0,159.0,16.013241670885698
225,57,0.5,1.5,57.0,168.0,14.215853473673567
227,29,0.5,2.5,58.0,169.0,14.332802825352095
229,29,0.5,1.5,58.0,171.0,14.21271861677931
231,15,0.5,4.5,60.0,171.0,14.560275619356869
233,59,0.5,1.5,59.0,174.0,14.209691311994456
235,15,0.5,2.5,60.0,175.0,14.32271997820355
237,15,0.5,1.5,60.0,177.0,14.206766117760358
239,1,0.5,8.5,64.0,175.0,14.991084721798666
241,61,0.5,1.5,61.0,180.0,14.20393795351403
243,31,0.5,2.5,62.0,181.0,14.3133002036048
245,31,0.5,1.5,62.0,183.0,14.201202070240798
247,1,0.5,4.5,64.0,183.0,14.526404528462548
249,63,0.5,1.5,63.0,186.0,14.198554023863164
251,1,0.5,2.5,64.0,187.0,14.304480176348363
253,1,0.5,1.5,64.0,189.0,14.19598965115246
255,1,0.5,0.5,64.0,191.0,14.089099338092272
257,65,0.5,1.5,65.0,192.0,14.193505047888152
259,33,0.5,2.5,66.0,193.0,14.296204386029506
261,33,0.5,1.5,66.0,195.0,14.191096549023953
263,17,0.5,4.5,68.0,195.0,14.496646072227808
265,67,0.5,1.5,67.0,198.0,14.188760710649744
267,17,0.5,2.5,68.0,199.0,14.288423967626601
269,17,0.5,1.5,68.0,201.0,14.186494293560742
271,9,0.5,8.5,72.0,199.0,14.878767728666906
273,69,0.5,1.5,69.0,204.0,14.184294248270824
275,35,0.5,2.5,70.0,205.0,14.281095735970812
277,35,0.5,1.5,70.0,207.0,14.182157701323455
279,9,0.5,4.5,72.0,207.0,14.47029410006589
281,71,0.5,1.5,71.0,210.0,14.180081942770915
283,9,0.5,2.5,72.0,211.0,14.27418138380347
285,9,0.5,1.5,72.0,213.0,14.178064414706894
287,5,0.5,16.5,80.0,207.0,15.575580421926066
289,73,0.5,1.5,73.0,216.0,14.176102700751645
291,37,0.5,2.5,74.0,217.0,14.267646811973199
293,37,0.5,1.5,74.0,219.0,14.174194516397066
295,19,0.5,4.5,76.0,219.0,14.44679537093615
297,75,0.5,1.5,75.0,222.0,14.17233770013195
299,19,0.5,2.5,76.0,223.0,14.261461567050745
301,19,0.5,1.5,76.0,225.0,14.170530205274256
303,5,0.5,8.5,80.0,223.0,14.79009180099727
305,77,0.5,1.5,77.0,228.0,14.168770092445873
307,39,0.5,2.5,78.0,229.0,14.25559836678536
309,39,0.5,1.5,78.0,231.0,14.167055522631196
311,5,0.5,4.5,80.0,231.0,14.4257102907485
313,79,0.5,1.5,79.0,234.0,14.16538475076824
315,5,0.5,2.5,80.0,235.0,14.250032697803595
317,5,0.5,1.5,80.0,237.0,14.163756119823947
319,3,0.5,32.5,96.0,223.0,16.748665538165618
321,81,0.5,1.5,81.0,240.0,14.162168055312762
323,41,0.5,2.5,82.0,241.0,14.24474247303557
325,41,0.5,1.5,82.0,243.0,14.160619060219645
327,21,0.5,4.5,84.0,243.0,14.406685156436867
329,83,0.5,1.5,83.0,246.0,14.159107710293071
331,21,0.5,2.5,84.0,247.0,14.239707738774376
333,21,0.5,1.5,84.0,249.0,14.157632649677252
335,11,0.5,8.5,88.0,247.0,14.71830386109911
337,85,0.5,1.5,85.0,252.0,14.15619258685517
339,43,0.5,2.5,86.0,253.0,14.234910423176556
341,43,0.5,1.5,86.0,255.0,14.154786290877206
343,11,0.5,4.5,88.0,255.0,14.389432155674648
345,87,0.5,1.5,87.0,258.0,14.15341258785141
347,11,0.5,2.5,88.0,259.0,14.23033411952158
349,11,0.5,1.5,88.0,261.0,14.152070357675864
351,3,0.5,16.5,96.0,255.0,15.296547314430056
353,89,0.5,1.5,89.0,264.0,14.15075853099239
355,45,0.5,2.5,90.0,265.0,14.22596389875178
357,45,0.5,1.5,90.0,267.0,14.1494760863452
359,23,0.5,4.5,92.0,267.0,14.373714706475639
361,91,0.5,1.5,91.0,270.0,14.148222047528296
363,23,0.5,2.5,92.0,271.0,14.221786146780405
365,23,0.5,1.5,92.0,273.0,14.146995481107512
367,3,0.5,8.5,96.0,271.0,14.658999155132795
369,93,0.5,1.5,93.0,276.0,14.145795494102993
371,47,0.5,2.5,94.0,277.0,14.217788422830644
373,47,0.5,1.5,94.0,279.0,14.144621231821407
375,3,0.5,4.5,96.0,279.0,14.35933654424463
377,95,0.5,1.5,95.0,282.0,14.143471875825712
379,3,0.5,2.5,96.0,283.0,14.213959335702304
381,3,0.5,1.5,96.0,285.0,14.142346642032697
383,1,0.5,64.5,128.0,255.0,18.479816299665483
385,97,0.5,1.5,97.0,288.0,14.141244778929458
387,49,0.5,2.5,98.0,289.0,14.210288435372686
389,49,0.5,1.5,98.0,291.0,14.140165565899336
391,25,0.5,4.5,100.0,291.0,14.346133484388917
393,99,0.5,1.5,99.0,294.0,14.139108311650501
395,25,0.5,2.5,100.0,295.0,14.206766117760358
397,25,0.5,1.5,100.0,297.0,14.138072352739224
399,13,0.5,8.5,104.0,295.0,14.609182165609948
401,101,0.5,1.5,101.0,300.0,14.137057052181467
403,51,0.5,2.5,102.0,301.0,14.203383540823408
405,51,0.5,1.5,102.0,303.0,14.136061798147056
407,13,0.5,4.5,104.0,303.0,14.333967125237407
409,103,0.5,1.5,103.0,306.0,14.135086002729947
411,13,0.5,2.5,104.0,307.0,14.200132550449366
413,13,0.5,1.5,104.0,309.0,14.134129100790263
415,7,0.5,16.5,112.0,303.0,15.103140864493882
417,105,0.5,1.5,105.0,312.0,14.13319054886293
419,53,0.5,2.5,106.0,313.0,14.197005614828791
421,53,0.5,1.5,106.0,315.0,14.132269824128322
423,27,0.5,4.5,108.0,315.0,14.32271997820355
425,107,0.5,1.5,107.0,318.0,14.131366423441296
427,27,0.5,2.5,108.0,319.0,14.193995766201144
429,27,0.5,1.5,108.0,321.0,14.130479862414017
431,7,0.5,8.5,112.0,319.0,14.566744784600298
433,109,0.5,1.5,109.0,324.0,14.129609674550341
435,55,0.5,2.5,110.0,325.0,14.191096549023982
437,55,0.5,1.5,110.0,327.0,14.128755410426992
439,7,0.5,4.5,112.0,327.0,14.312291661530576
441,111,0.5,1.5,111.0,330.0,14.127916636919696
443,7,0.5,2.5,112.0,331.0,14.188301973754237
445,7,0.5,1.5,112.0,333.0,14.12709293647103
447,1,0.5,32.5,128.0,319.0,15.979248647065166
449,113,0.5,1.5,113.0,336.0,14.126283906397129
451,57,0.5,2.5,114.0,337.0,14.185606475545706
453,57,0.5,1.5,114.0,339.0,14.125489158231446
455,29,0.5,4.5,116.0,339.0,14.302595896135863
457,115,0.5,1.5,115.0,342.0,14.124708317102618
459,29,0.5,2.5,116.0,343.0,14.183004877262343
461,29,0.5,1.5,116.0,345.0,14.123941021145038
463,15,0.5,8.5,120.0,343.0,14.530160366545214
465,117,0.5,1.5,117.0,348.0,14.123186920939593
467,59,0.5,2.5,118.0,349.0,14.180492356291275
469,59,0.5,1.5,118.0,351.0,14.122445678983114
471,15,0.5,4.5,120.0,351.0,14.293558113047377
473,119,0.5,1.5,119.0,354.0,14.121716969184728
475,15,0.5,2.5,120.0,355.0,14.178064414706919
477,15,0.5,1.5,120.0,357.0,14.121000476387586
479,1,0.5,16.5,128.0,351.0,14.961192817662125
481,121,0.5,1.5,121.0,360.0,14.120295895914253
483,61,0.5,2.5,122.0,361.0,14.175716852398441
485,61,0.5,1.5,122.0,363.0,14.119602933134908
487,31,0.5,4.5,124.0,363.0,14.28511353194006
489,123,0.5,1.5,123.0,366.0,14.118921303056382
491,31,0.5,2.5,124.0,367.0,14.173445742822917
493,31,0.5,1.5,124.0,369.0,14.118250729931473
495,1,0.5,8.5,128.0,367.0,14.498296189357239
497,125,0.5,1.5,125.0,372.0,14.11759094688701
499,63,0.5,2.5,126.0,373.0,14.171247411088833
501,63,0.5,1.5,126.0,375.0,14.116941695569606
503,1,0.5,4.5,128.0,375.0,14.277205605989835
505,127,0.5,1.5,127.0,378.0,14.116302725808485
507,1,0.5,2.5,128.0,379.0,14.169118414113978
509,1,0.5,1.5,128.0,381.0,14.11567379529403
511,1,0.5,0.5,128.0,383.0,14.062622738398252
1,1,0.5,1.5,0.5,0.5,26.565051177077994
3,1,0.5,0.5,0.5,2.5,9.462322208025613
5,1,0.5,1.5,1.0,4.0,11.309932474020195
7,1,0.5,0.5,1.0,6.0,8.130102354156005
9,3,0.5,1.5,1.5,7.5,9.462322208025613
11,1,0.5,2.5,2.0,9.0,10.304846468766044
13,1,0.5,1.5,2.0,11.0,8.746162262555211
15,1,0.5,0.5,2.0,13.0,7.594643368591447
17,5,0.5,1.5,2.5,14.5,8.365886124032546
19,3,0.5,2.5,3.0,16.0,8.972626614896358
21,3,0.5,1.5,3.0,18.0,8.130102354156005
23,1,0.5,4.5,4.0,19.0,9.865806943084365
25,7,0.5,1.5,3.5,21.5,7.969610394321354
27,1,0.5,2.5,4.0,23.0,8.426969021480678
29,1,0.5,1.5,4.0,25.0,7.85331330197824
31,1,0.5,0.5,4.0,27.0,7.352379359892374
33,9,0.5,1.5,4.5,28.5,7.765166018425354
35,5,0.5,2.5,5.0,30.0,8.130102354156005
37,5,0.5,1.5,5.0,32.0,7.696051722016604
39,3,0.5,4.5,6.0,33.0,8.746162262555254
41,11,0.5,1.5,5.5,35.5,7.640406761026773
43,3,0.5,2.5,6.0,37.0,7.943471810590413
45,3,0.5,1.5,6.0,39.0,7.594643368591447
47,1,0.5,8.5,8.0,39.0,9.65989307844234
49,13,0.5,1.5,6.5,42.5,7.556344056439443
51,7,0.5,2.5,7.0,44.0,7.815293546766919
53,7,0.5,1.5,7.0,46.0,7.523820438638637
55,1,0.5,4.5,8.0,47.0,8.275892827075207
57,15,0.5,1.5,7.5,49.5,7.495857639729885
59,1,0.5,2.5,8.0,51.0,7.721825800131002
61,1,0.5,1.5,8.0,53.0,7.471559176592385
63,1,0.5,0.5,8.0,55.0,7.236922025968025
65,17,0.5,1.5,8.5,56.5,7.450249068656172
67,9,0.5,2.5,9.0,58.0,7.650650955359405
69,9,0.5,1.5,9.0,60.0,7.431407971172489
71,5,0.5,4.5,10.0,61.0,8.017093073655333
73,19,0.5,1.5,9.5,63.5,7.414630290974702
75,5,0.5,2.5,10.0,65.0,7.594643368591495
77,5,0.5,1.5,10.0,67.0,7.399594659887124
79,3,0.5,8.5,12.0,67.0,8.637131415070778
81,21,0.5,1.5,10.5,70.5,7.386043151267285
83,11,0.5,2.5,11.0,72.0,7.549421768263246
85,11,0.5,1.5,11.0,74.0,7.373766361330188
87,3,0.5,4.5,12.0,75.0,7.85331330197824
89,23,0.5,1.5,11.5,77.5,7.362592511212506
91,3,0.5,2.5,12.0,79.0,7.512144103052757
93,3,0.5,1.5,12.0,81.0,7.352379359892374
95,1,0.5,16.5,16.0,79.0,9.560096480886315
97,25,0.5,1.5,12.5,84.5,7.343008117006868
99,13,0.5,2.5,13.0,86.0,7.480886179523666
101,13,0.5,1.5,13.0,88.0,7.334378801416706
103,7,0.5,4.5,14.0,89.0,7.740341158837903
105,27,0.5,1.5,13.5,91.5,7.32640666016956
107,7,0.5,2.5,14.0,93.0,7.454298812748479
109,7,0.5,1.5,14.0,95.0,7.31901937559041
111,1,0.5,8.5,16.0,95.0,8.202354244625614
113,29,0.5,1.5,14.5,98.5,7.312154865298254
115,15,0.5,2.5,15.0,100.0,7.431407971172489
117,15,0.5,1.5,15.0,102.0,7.3057595333108205
119,1,0.5,4.5,16.0,103.0,7.657709693713856
121,31,0.5,1.5,15.5,105.5,7.299786867897971
123,1,0.5,2.5,16.0,107.0,7.4114928591789155
125,1,0.5,1.5,16.0,109.0,7.294196308540859
127,1,0.5,0.5,16.0,111.0,7.180535497720157
129,33,0.5,1.5,16.5,112.5,7.288952323610078
131,17,0.5,2.5,17.0,114.0,7.394008642598255
133,17,0.5,1.5,17.0,116.0,7.284023654416798
135,9,0.5,4.5,18.0,117.0,7.594643368591447
137,35,0.5,1.5,17.5,119.5,7.27938269164554
139,9,0.5,2.5,18.0,121.0,7.3785358426737995
141,9,0.5,1.5,18.0,123.0,7.275004957889232
143,5,0.5,8.5,20.0,123.0,7.96175089100806
145,37,0.5,1.5,18.5,126.5,7.270868675806259
147,19,0.5,2.5,19.0,128.0,7.364746244982629
149,19,0.5,1.5,19.0,130.0,7.266954405811684
151,5,0.5,4.5,20.0,131.0,7.544929038756823
153,39,0.5,1.5,19.5,133.5,7.263244740584551
155,5,0.5,2.5,20.0,135.0,7.352379359892374
157,5,0.5,1.5,20.0,137.0,7.259724046259798
159,3,0.5,16.5,24.0,135.0,8.583621480113925
161,41,0.5,1.5,20.5,140.5,7.256378242188817
163,21,0.5,2.5,21.0,142.0,7.3412258113642155
165,21,0.5,1.5,21.0,144.0,7.253194612725315
167,11,0.5,4.5,22.0,145.0,7.504732450611977
169,43,0.5,1.5,21.5,147.5,7.25016164573263
171,11,0.5,2.5,22.0,149.0,7.331115386285907
173,11,0.5,1.5,22.0,151.0,7.2472688934877025
175,3,0.5,8.5,24.0,151.0,7.808992460295778
177,45,0.5,1.5,22.5,154.5,7.2445068524412095
179,23,0.5,2.5,23.0,156.0,7.321908286973702
181,23,0.5,1.5,23.0,158.0,7.241866858916246
183,3,0.5,4.5,24.0,159.0,7.471559176592385
185,47,0.5,1.5,23.5,161.5,7.239340998334748
187,3,0.5,2.5,24.0,163.0,7.313488628031629
189,3,0.5,1.5,24.0,165.0,7.236922025968025
191,1,0.5,32.5,32.0,159.0,9.510960379290609
193,49,0.5,1.5,24.5,168.5,7.234603297538979
195,25,0.5,2.5,25.0,170.0,7.3057595333108205
197,25,0.5,1.5,25.0,172.0,7.232378708277666
199,13,0.5,4.5,26.0,173.0,7.443716409117021
201,51,0.5,1.5,25.5,175.5,7.230242639251535
203,13,0.5,2.5,26.0,177.0,7.298639391740311
205,13,0.5,1.5,26.0,179.0,7.228189909977843
207,7,0.5,8.5,28.0,179.0,7.7033982766003675
209,53,0.5,1.5,26.5,182.5,7.226215736475847
211,27,0.5,2.5,27.0,184.0,7.292058964582679
213,27,0.5,1.5,27.0,186.0,7.224315694045359
215,7,0.5,4.5,28.0,187.0,7.420014895261209
217,55,0.5,1.5,27.5,189.5,7.222485684160161
219,7,0.5,2.5,28.0,191.0,7.2859591264802095
221,7,0.5,1.5,28.0,193.0,7.22072190495685
223,1,0.5,16.5,32.0,191.0,8.166069568209316
225,57,0.5,1.5,28.5,196.5,7.219020824869632
227,29,0.5,2.5,29.0,198.0,7.280289083993705
229,29,0.5,1.5,29.0,200.0,7.217379159029232
231,15,0.5,4.5,30.0,201.0,7.399594659887124
233,59,0.5,1.5,29.5,203.5,7.215793848090829
235,15,0.5,2.5,30.0,205.0,7.275004957889232
237,15,0.5,1.5,30.0,207.0,7.214262039206764
239,1,0.5,8.5,32.0,207.0,7.626046916837892
241,61,0.5,1.5,30.5,210.5,7.2127810688929515
243,31,0.5,2.5,31.0,212.0,7.270068645373397
245,31,0.5,1.5,31.0,214.0,7.21134844757375
247,1,0.5,4.5,32.0,215.0,7.381818421919898
249,63,0.5,1.5,31.5,217.5,7.209961845615849
251,1,0.5,2.5,32.0,219.0,7.265446899839149
253,1,0.5,1.5,32.0,221.0,7.2086190806872725
255,1,0.5,0.5,32.0,223.0,7.15266874999469
257,65,0.5,1.5,32.5,224.5,7.207318106296105
259,33,0.5,2.5,33.0,226.0,7.26111058110729
261,33,0.5,1.5,33.0,228.0,7.20605700138334
263,17,0.5,4.5,34.0,229.0,7.366203893225964
265,67,0.5,1.5,33.5,231.5,7.20483396085762
267,17,0.5,2.5,34.0,233.0,7.257034040415961
269,17,0.5,1.5,34.0,235.0,7.203647286975219
271,9,0.5,8.5,36.0,235.0,7.566944178333091
273,69,0.5,1.5,34.5,238.5,7.202495381476545
275,35,0.5,2.5,35.0,240.0,7.253194612725315
277,35,0.5,1.5,35.0,242.0,7.201376738404522
279,9,0.5,4.5,36.0,243.0,7.352379359892374
281,71,0.5,1.5,35.5,245.5,7.2002899375362714
283,9,0.5,2.5,36.0,247.0,7.249572195109006
285,9,0.5,1.5,36.0,249.0,7.199233638367692
287,5,0.5,16.5,40.0,247.0,7.934363507747963
289,73,0.5,1.5,36.5,252.5,7.198206574597097
291,37,0.5,2.5,37.0,254.0,7.246148894670212
293,37,0.5,1.5,37.0,256.0,7.197207549061538
295,19,0.5,4.5,38.0,257.0,7.340053711053118
297,75,0.5,1.5,37.5,259.5,7.196235429081322
299,19,0.5,2.5,38.0,261.0,7.242908732963951
301,19,0.5,1.5,38.0,263.0,7.195289142176605
303,5,0.5,8.5,40.0,263.0,7.520313750380999
305,77,0.5,1.5,38.5,266.5,7.194367672119762
307,39,0.5,2.5,39.0,268.0,7.239837396622004
309,39,0.5,1.5,39.0,270.0,7.193470055295539
311,5,0.5,4.5,40.0,271.0,7.328995714822687
313,79,0.5,1.5,39.5,273.5,7.192595377339547
315,5,0.5,2.5,40.0,275.0,7.236922025967975
317,5,0.5,1.5,40.0,277.0,7.19174277003147
319,3,0.5,32.5,48.0,271.0,8.55711253306646
321,81,0.5,1.5,40.5,280.5,7.190911408420417
323,41,0.5,2.5,41.0,282.0,7.234151035037553
325,41,0.5,1.5,41.0,284.0,7.190100508162644
327,21,0.5,4.5,42.0,285.0,7.31901937559041
329,83,0.5,1.5,41.5,287.5,7.18930932305352
331,21,0.5,2.5,42.0,289.0,7.231513957692674
333,21,0.5,1.5,42.0,291.0,7.188537142736674
335,11,0.5,8.5,44.0,291.0,7.482584486412148
337,85,0.5,1.5,42.5,294.5,7.187783290577396
339,43,0.5,2.5,43.0,296.0,7.229001315519426
341,43,0.5,1.5,43.0,298.0,7.1870471216849285
343,11,0.5,4.5,44.0,299.0,7.309973387794164
345,87,0.5,1.5,43.5,301.5,7.186328021072412
347,11,0.5,2.5,44.0,303.0,7.226604503995473
349,11,0.5,1.5,44.0,305.0,7.185625401943132
351,3,0.5,16.5,48.0,303.0,7.787017954632454
353,89,0.5,1.5,44.5,308.5,7.184938704094346
355,45,0.5,2.5,45.0,310.0,7.224315694045359
357,45,0.5,1.5,45.0,312.0,7.184267392426891
359,23,0.5,4.5,46.0,313.0,7.301733408694242
361,91,0.5,1.5,45.5,315.5,7.183610955554731
363,23,0.5,2.5,46.0,317.0,7.222127746610141
365,23,0.5,1.5,46.0,319.0,7.182968904506079
367,3,0.5,8.5,48.0,319.0,7.4514297919695345
369,93,0.5,1.5,46.5,322.5,7.182340771508498
371,47,0.5,2.5,47.0,324.0,7.220034138268461
373,47,0.5,1.5,47.0,326.0,7.181726108852121
375,3,0.5,4.5,48.0,327.0,7.294196308540859
377,95,0.5,1.5,47.5,329.5,7.181124487825954
379,3,0.5,2.5,48.0,331.0,7.218028896274593
381,3,0.5,1.5,48.0,333.0,7.180535497720157
383,1,0.5,64.5,64.0,319.0,9.48657952220421
385,97,0.5,1.5,48.5,336.5,7.179958744891462
387,49,0.5,2.5,49.0,338.0,7.216106541653206
389,49,0.5,1.5,49.0,340.0,7.179393851885496
391,25,0.5,4.5,50.0,341.0,7.2872758319347755
393,99,0.5,1.5,49.5,343.5,7.178840456613219
395,25,0.5,2.5,50.0,345.0,7.214262039206815
397,25,0.5,1.5,50.0,347.0,7.178298211576975
399,13,0.5,8.5,52.0,347.0,7.425268918424814
401,101,0.5,1.5,50.5,350.5,7.177766783142624
403,51,0.5,2.5,51.0,352.0,7.212490753477208
405,51,0.5,1.5,51.0,354.0,7.177245850855022
407,13,0.5,4.5,52.0,355.0,7.280899282184399
409,103,0.5,1.5,51.5,357.5,7.176735106793982
411,13,0.5,2.5,52.0,359.0,7.2107884098489325
413,13,0.5,1.5,52.0,361.0,7.176234254966933
415,7,0.5,16.5,56.0,359.0,7.685057968487339
417,105,0.5,1.5,52.5,364.5,7.175743010736964
419,53,0.5,2.5,53.0,366.0,7.209151060107614
421,53,0.5,1.5,53.0,368.0,7.175261100283769
423,27,0.5,4.5,54.0,369.0,7.275004957889232
425,107,0.5,1.5,53.5,371.5,7.174788260094283
427,27,0.5,2.5,54.0,373.0,7.207575051869416
429,27,0.5,1.5,54.0,375.0,7.174324236482298
431,7,0.5,8.5,56.0,375.0,7.4029902671675325
433,109,0.5,1.5,54.5,378.5,7.173868785134814
435,55,0.5,2.5,55.0,380.0,7.206057001383238
437,55,0.5,1.5,55.0,382.0,7.173421670682929
439,7,0.5,4.5,56.0,383.0,7.26954014990228
441,111,0.5,1.5,55.5,385.5,7.172982666296296
443,7,0.5,2.5,56.0,387.0,7.204593769279195
445,7,0.5,1.5,56.0,389.0,7.172551553299439
447,1,0.5,32.5,64.0,383.0,8.148046537569634
449,113,0.5,1.5,56.5,392.5,7.172128120808392
451,57,0.5,2.5,57.0,394.0,7.203182438897558
453,57,0.5,1.5,57.0,396.0,7.171712165387101
455,29,0.5,4.5,58.0,397.0,7.264459560775919
457,115,0.5,1.5,57.5,399.5,7.171303490721002
459,29,0.5,2.5,58.0,401.0,7.201820296884295
461,29,0.5,1.5,58.0,403.0,7.170901907308544
463,15,0.5,8.5,60.0,403.0,7.383789364016705
465,117,0.5,1.5,58.5,406.5,7.170507232167921
467,59,0.5,2.5,59.0,408.0,7.2005048157799205
469,59,0.5,1.5,59.0,410.0,7.170119288559234
471,15,0.5,4.5,60.0,411.0,7.25972404625985
473,119,0.5,1.5,59.5,413.5,7.169737905720403
475,15,0.5,2.5,60.0,415.0,7.199233638367641
477,15,0.5,1.5,60.0,417.0,7.16936291861678
479,1,0.5,16.5,64.0,415.0,7.610312937327847
481,121,0.5,1.5,60.5,420.5,7.168994167702793
