number,target,multiplier,addend,total,diff,angle
153,77,1,1,77.0,76.0,26.714648172680487
155,39,1,1,78.0,77.0,26.712720384938105
157,79,1,1,79.0,78.0,26.7108416499972
159,5,1,1,80.0,79.0,26.709010119149983
161,81,1,1,81.0,80.0,26.707224035434955
163,41,1,1,82.0,81.0,26.705481728015304
165,83,1,1,83.0,82.0,26.703781606965585
167,21,1,1,84.0,83.0,26.70212215843264
169,85,1,1,85.0,84.0,26.700501940139578
171,43,1,1,86.0,85.0,26.698919577204993
173,87,1,1,87.0,86.0,26.697373758251825
175,11,1,1,88.0,87.0,26.695863231782706
177,89,1,1,89.0,88.0,26.694386802800807
179,45,1,1,90.0,89.0,26.692943329656913
181,91,1,1,91.0,90.0,26.6915317211053
183,23,1,1,92.0,91.0,26.69015093355253
185,93,1,1,93.0,92.0,26.688799968484442
187,47,1,1,94.0,93.0,26.68747787005809
189,95,1,1,95.0,94.0,26.686183722846405
191,3,1,1,96.0,95.0,26.68491664972439
193,97,1,1,97.0,96.0,26.683675809886733
195,49,1,1,98.0,97.0,26.68246039698704
197,99,1,1,99.0,98.0,26.68126963739055
199,25,1,1,100.0,99.0,26.680102788531908
201,101,1,1,101.0,100.0,26.67895913737111
203,51,1,1,102.0,101.0,26.677837998940312
205,103,1,1,103.0,102.0,26.676738714975965
207,13,1,1,104.0,103.0,26.67566065262988
209,105,1,1,105.0,104.0,26.674603203254517
211,53,1,1,106.0,105.0,26.673565781256872
213,107,1,1,107.0,106.0,26.672547823017435
215,27,1,1,108.0,107.0,26.671548785868875
217,109,1,1,109.0,108.0,26.670568147131526
219,55,1,1,110.0,109.0,26.669605403201487
221,111,1,1,111.0,110.0,26.668660068688332
223,7,1,1,112.0,111.0,26.667731675598997
225,113,1,1,113.0,112.0,26.666819772565333
227,57,1,1,114.0,113.0,26.665923924112345
229,115,1,1,115.0,114.0,26.665043709964756
231,29,1,1,116.0,115.0,26.664178724389643
233,117,1,1,117.0,116.0,26.66332857557284
235,59,1,1,118.0,117.0,26.662492885027074
237,119,1,1,119.0,118.0,26.66167128703018
239,15,1,1,120.0,119.0,26.660863428091496
241,121,1,1,121.0,120.0,26.660068966444634
243,61,1,1,122.0,121.0,26.65928757156553
245,123,1,1,123.0,122.0,26.658518923713896
247,31,1,1,124.0,123.0,26.657762713496922
249,125,1,1,125.0,124.0,26.65701864145414
251,63,1,1,126.0,125.0,26.656286417662017
253,127,1,1,127.0,126.0,26.65556576135726
255,1,1,1,128.0,127.0,26.654856400577884
257,129,1,1,129.0,128.0,26.654158071821087
259,65,1,1,130.0,129.0,26.65347051971674
261,131,1,1,131.0,130.0,26.652793496716235
263,33,1,1,132.0,131.0,26.65212676279511
265,133,1,1,133.0,132.0,26.651470085169535
267,67,1,1,134.0,133.0,26.65082323802512
269,135,1,1,135.0,134.0,26.65018600225819
271,17,1,1,136.0,135.0,26.64955816522831
273,137,1,1,137.0,136.0,26.648939520521616
275,69,1,1,138.0,137.0,26.648329867724648
277,139,1,1,139.0,138.0,26.647729012207904
279,35,1,1,140.0,139.0,26.647136764918585
281,141,1,1,141.0,140.0,26.646552942182343
283,71,1,1,142.0,141.0,26.64597736551339
285,143,1,1,143.0,142.0,26.645409861432498
287,9,1,1,144.0,143.0,26.644850261292717
289,145,1,1,145.0,144.0,26.644298401112298
291,73,1,1,146.0,145.0,26.64375412141447
293,147,1,1,147.0,146.0,26.64321726707377
295,37,1,1,148.0,147.0,26.642687687168664
297,149,1,1,149.0,148.0,26.642165234840164
299,75,1,1,150.0,149.0,26.641649767155872
301,151,1,1,151.0,150.0,26.64114114497981
303,19,1,1,152.0,151.0,26.640639232847068
305,153,1,1,153.0,152.0,26.640143898843633
307,77,1,1,154.0,153.0,26.63965501449071
309,155,1,1,155.0,154.0,26.639172454633613
311,39,1,1,156.0,155.0,26.638696097335053
313,157,1,1,157.0,156.0,26.63822582377237
315,79,1,1,158.0,157.0,26.637761518138593
317,159,1,1,159.0,158.0,26.637303067547606
319,5,1,1,160.0,159.0,26.63685036194239
321,161,1,1,161.0,160.0,26.636403294007152
323,81,1,1,162.0,161.0,26.635961759082388
325,163,1,1,163.0,162.0,26.635525655083253
327,41,1,1,164.0,163.0,26.635094882420802
329,165,1,1,165.0,164.0,26.634669343926326
331,83,1,1,166.0,165.0,26.634248944778104
333,167,1,1,167.0,166.0,26.63383359243108
335,21,1,1,168.0,167.0,26.63342319654884
337,169,1,1,169.0,168.0,26.633017668938297
339,85,1,1,170.0,169.0,26.63261692348628
341,171,1,1,171.0,170.0,26.632220876098714
343,43,1,1,172.0,171.0,26.631829444641756
345,173,1,1,173.0,172.0,26.631442548884998
347,87,1,1,174.0,173.0,26.631060110446708
349,175,1,1,175.0,174.0,26.630682052740735
351,11,1,1,176.0,175.0,26.63030830092557
353,177,1,1,177.0,176.0,26.629938781854836
355,89,1,1,178.0,177.0,26.629573424029598
357,179,1,1,179.0,178.0,26.629212157552228
359,45,1,1,180.0,179.0,26.628854914081824
361,181,1,1,181.0,180.0,26.628501626791174
363,91,1,1,182.0,181.0,26.628152230324957
365,183,1,1,183.0,182.0,26.62780666075956
367,23,1,1,184.0,183.0,26.627464855564007
369,185,1,1,185.0,184.0,26.627126753562322
371,93,1,1,186.0,185.0,26.62679229489692
373,187,1,1,187.0,186.0,26.626461420993337
375,47,1,1,188.0,187.0,26.62613407452607
377,189,1,1,189.0,188.0,26.625810199385405
379,95,1,1,190.0,189.0,26.62548974064532
381,191,1,1,191.0,190.0,26.625172644532597
383,3,1,1,192.0,191.0,26.624858858396546
385,193,1,1,193.0,192.0,26.624548330679975
387,97,1,1,194.0,193.0,26.62424101089092
389,195,1,1,195.0,194.0,26.623936849575262
391,49,1,1,196.0,195.0,26.623635798290262
393,197,1,1,197.0,196.0,26.623337809578718
395,99,1,1,198.0,197.0,26.623042836944133
397,199,1,1,199.0,198.0,26.622750834826515
399,25,1,1,200.0,199.0,26.622461758578872
401,201,1,1,201.0,200.0,26.62217556444446
403,101,1,1,202.0,201.0,26.62189220953478
405,203,1,1,203.0,202.0,26.621611651808035
407,51,1,1,204.0,203.0,26.621333850048444
409,205,1,1,205.0,204.0,26.621058763845966
411,103,1,1,206.0,205.0,26.620786353576747
413,207,1,1,207.0,206.0,26.62051658038413
415,13,1,1,208.0,207.0,26.620249406160124
417,209,1,1,209.0,208.0,26.61998479352747
419,105,1,1,210.0,209.0,26.6197227058222
421,211,1,1,211.0,210.0,26.619463107076726
423,53,1,1,212.0,211.0,26.61920596200341
425,213,1,1,213.0,212.0,26.618951235978475
427,107,1,1,214.0,213.0,26.618698895026586
429,215,1,1,215.0,214.0,26.618448905805653
431,27,1,1,216.0,215.0,26.618201235592196
433,217,1,1,217.0,216.0,26.617955852267013
435,109,1,1,218.0,217.0,26.617712724301374
437,219,1,1,219.0,218.0,26.617471820743418
439,55,1,1,220.0,219.0,26.61723311120512
441,221,1,1,221.0,220.0,26.61699656584941
443,111,1,1,222.0,221.0,26.616762155377835
445,223,1,1,223.0,222.0,26.616529851018417
447,7,1,1,224.0,223.0,26.61629962451385
449,225,1,1,225.0,224.0,26.616071448110084
451,113,1,1,226.0,225.0,26.615845294545196
453,227,1,1,227.0,226.0,26.61562113703845
455,57,1,1,228.0,227.0,26.615398949279783
457,229,1,1,229.0,228.0,26.615178705419538
459,115,1,1,230.0,229.0,26.614960380058342
461,231,1,1,231.0,230.0,26.61474394823746
463,29,1,1,232.0,231.0,26.614529385429165
465,233,1,1,233.0,232.0,26.61431666752757
467,117,1,1,234.0,233.0,26.614105770839533
469,235,1,1,235.0,234.0,26.61389667207591
471,59,1,1,236.0,235.0,26.613689348342977
473,237,1,1,237.0,236.0,26.61348377713399
475,119,1,1,238.0,237.0,26.61327993632116
477,239,1,1,239.0,238.0,26.613077804147615
479,15,1,1,240.0,239.0,26.61287735921977
481,241,1,1,241.0,240.0,26.612678580499647
483,121,1,1,242.0,241.0,26.612481447297572
485,243,1,1,243.0,242.0,26.612285939265075
487,61,1,1,244.0,243.0,26.612092036387732
489,245,1,1,245.0,244.0,26.611899718978513
491,123,1,1,246.0,245.0,26.611708967670907
493,247,1,1,247.0,246.0,26.61151976341263
495,31,1,1,248.0,247.0,26.611332087459154
497,249,1,1,249.0,248.0,26.611145921367566
499,125,1,1,250.0,249.0,26.61096124699047
501,251,1,1,251.0,250.0,26.610778046470195
503,63,1,1,252.0,251.0,26.610596302232956
505,253,1,1,253.0,252.0,26.610415996983235
507,127,1,1,254.0,253.0,26.6102371136983
509,255,1,1,255.0,254.0,26.610059635622896
511,1,1,1,256.0,255.0,26.609883546263987
1,1,1,1,0.5,0.5,26.565051177077994
3,1,1,1,1.0,2.0,18.434948822922017
5,3,1,1,1.5,3.5,16.69924423399364
7,1,1,1,2.0,5.0,15.945395900922858
9,5,1,1,2.5,6.5,15.524110996754272
11,3,1,1,3.0,8.0,15.255118703057764
13,7,1,1,3.5,9.5,15.068488159492201
15,1,1,1,4.0,11.0,14.931417178137552
17,9,1,1,4.5,12.5,14.826479970355669
19,5,1,1,5.0,14.0,14.74356283647072
21,11,1,1,5.5,15.5,14.676393137450017
23,3,1,1,6.0,17.0,14.620873988631672
25,13,1,1,6.5,18.5,14.57421619803872
27,7,1,1,7.0,20.0,14.53445508054013
29,15,1,1,7.5,21.5,14.500166766552564
31,1,1,1,8.0,23.0,14.47029410006589
33,17,1,1,8.5,24.5,14.444035724492228
35,9,1,1,9.0,26.0,14.420773127510982
37,19,1,1,9.5,27.5,14.40002130679106
39,5,1,1,10.0,29.0,14.381394591090594
41,21,1,1,10.5,30.5,14.364582449697199
43,11,1,1,11.0,32.0,14.349332042947138
45,23,1,1,11.5,33.5,14.335435419520135
47,3,1,1,12.0,35.0,14.32271997820355
49,25,1,1,12.5,36.5,14.311041262606418
51,13,1,1,13.0,38.0,14.300277449185575
53,27,1,1,13.5,39.5,14.290325081817718
55,7,1,1,14.0,41.0,14.281095735970812
57,29,1,1,14.5,42.5,14.272513384400337
59,15,1,1,15.0,44.0,14.264512298079882
61,31,1,1,15.5,45.5,14.257035359650056
63,1,1,1,16.0,47.0,14.250032697803595
65,33,1,1,16.5,48.5,14.243460573547791
67,17,1,1,17.0,50.0,14.237280465761073
69,35,1,1,17.5,51.5,14.231458315642627
71,9,1,1,18.0,53.0,14.225963898751806
73,37,1,1,18.5,54.5,14.220770300187985
75,19,1,1,19.0,56.0,14.215853473673567
77,39,1,1,19.5,57.5,14.211191869297435
79,5,1,1,20.0,59.0,14.206766117760358
81,41,1,1,20.5,60.5,14.202558761363669
83,21,1,1,21.0,62.0,14.19855402386319
85,43,1,1,21.5,63.5,14.194737612790872
87,11,1,1,22.0,65.0,14.191096549023982
89,45,1,1,22.5,66.5,14.187619019317546
91,23,1,1,23.0,68.0,14.184294248270799
93,47,1,1,23.5,69.5,14.181112386802813
95,3,1,1,24.0,71.0,14.178064414706919
97,49,1,1,24.5,72.5,14.175142055252456
99,25,1,1,25.0,74.0,14.172337700131976
101,51,1,1,25.5,75.5,14.169644343319515
103,13,1,1,26.0,77.0,14.167055522631196
105,53,1,1,26.5,78.5,14.164565267959889
107,27,1,1,27.0,80.0,14.162168055312762
109,55,1,1,27.5,81.5,14.159858765905579
111,7,1,1,28.0,83.0,14.157632649677252
113,57,1,1,28.5,84.5,14.155485292676788
115,29,1,1,29.0,86.0,14.15341258785141
117,59,1,1,29.5,87.5,14.151410708829347
119,15,1,1,30.0,89.0,14.149476086345171
121,61,1,1,30.5,90.5,14.14760538700169
123,31,1,1,31.0,92.0,14.145795494102993
125,63,1,1,31.5,93.5,14.14404349032676
127,1,1,1,32.0,95.0,14.14234664203267
129,65,1,1,32.5,96.5,14.140702385030549
131,33,1,1,33.0,98.0,14.139108311650501
133,67,1,1,33.5,99.5,14.137562158980304
135,17,1,1,34.0,101.0,14.136061798147056
137,69,1,1,34.5,102.5,14.134605224537644
139,35,1,1,35.0,104.0,14.133190548862903
141,71,1,1,35.5,105.5,14.131815988982359
143,9,1,1,36.0,107.0,14.130479862414017
145,73,1,1,36.5,108.5,14.129180579464611
147,37,1,1,37.0,110.0,14.127916636919696
149,75,1,1,37.5,111.5,14.126686612242159
151,19,1,1,38.0,113.0,14.125489158231446
153,77,1,1,38.5,114.5,14.124322998101485
155,39,1,1,39.0,116.0,14.123186920939569
157,79,1,1,39.5,117.5,14.12207977751229
159,5,1,1,40.0,119.0,14.121000476387586
161,81,1,1,40.5,120.5,14.119947980346076
163,41,1,1,41.0,122.0,14.118921303056382
165,83,1,1,41.5,123.5,14.11791950599194
167,21,1,1,42.0,125.0,14.116941695569606
169,85,1,1,42.5,126.5,14.115987020491161
171,43,1,1,43.0,128.0,14.115054669271364
173,87,1,1,43.5,129.5,14.114143867937518
175,11,1,1,44.0,131.0,14.113253877886443
177,89,1,1,44.5,132.5,14.112383993887025
179,45,1,1,45.0,134.0,14.111533542216282
181,91,1,1,45.5,135.5,14.1107018789194
183,23,1,1,46.0,137.0,14.109888388183547
185,93,1,1,46.5,138.5,14.109092480816905
187,47,1,1,47.0,140.0,14.108313592825878
189,95,1,1,47.5,141.5,14.107551184081997
191,3,1,1,48.0,143.0,14.106804737073107
193,97,1,1,48.5,144.5,14.106073755731574
195,49,1,1,49.0,146.0,14.10535776433523
197,99,1,1,49.5,147.5,14.104656306474677
199,25,1,1,50.0,149.0,14.103968944083105
201,101,1,1,50.5,150.5,14.103295256524177
203,51,1,1,51.0,152.0,14.102634839733502
205,103,1,1,51.5,153.5,14.101987305410395
207,13,1,1,52.0,155.0,14.101352280256776
209,105,1,1,52.5,156.5,14.100729405259385
211,53,1,1,53.0,158.0,14.100118335013
213,107,1,1,53.5,159.5,14.099518737081809
215,27,1,1,54.0,161.0,14.098930291396245
217,109,1,1,54.5,162.5,14.098352689683352
219,55,1,1,55.0,164.0,14.097785634928261
221,111,1,1,55.5,165.5,14.097228840864789
223,7,1,1,56.0,167.0,14.096682031493804
225,113,1,1,56.5,168.5,14.096144940626816
227,57,1,1,57.0,170.0,14.095617311453914
229,115,1,1,57.5,171.5,14.095098896134548
231,29,1,1,58.0,173.0,14.094589455409091
233,117,1,1,58.5,174.5,14.094088758230763
235,59,1,1,59.0,176.0,14.093596581416223
237,119,1,1,59.5,177.5,14.093112709313862
239,15,1,1,60.0,179.0,14.092636933488786
241,121,1,1,60.5,180.5,14.092169052423332
243,61,1,1,61.0,182.0,14.091708871232631
245,123,1,1,61.5,183.5,14.091256201393758
247,31,1,1,62.0,185.0,14.09081086048848
249,125,1,1,62.5,186.5,14.090372671957828
251,63,1,1,63.0,188.0,14.089941464869034
253,127,1,1,63.5,189.5,14.089517073692905
255,1,1,1,64.0,191.0,14.089099338092272
257,129,1,1,64.5,192.5,14.088688102719786
259,65,1,1,65.0,194.0,14.08828321702529
261,131,1,1,65.5,195.5,14.087884535072263
263,33,1,1,66.0,197.0,14.087491915362303
265,133,1,1,66.5,198.5,14.087105220667704
267,67,1,1,67.0,200.0,14.086724317871488
269,135,1,1,67.5,201.5,14.086349077814658
271,17,1,1,68.0,203.0,14.085979375150346
273,137,1,1,68.5,204.5,14.085615088203905
275,69,1,1,69.0,206.0,14.08525609883958
277,139,1,1,69.5,207.5,14.08490229233284
279,35,1,1,70.0,209.0,14.08455355724791
281,141,1,1,70.5,210.5,14.084209785321026
283,71,1,1,71.0,212.0,14.083870871348134
285,143,1,1,71.5,213.5,14.08353671307777
287,9,1,1,72.0,215.0,14.083207211107998
289,145,1,1,72.5,216.5,14.082882268788016
291,73,1,1,73.0,218.0,14.082561792123512
293,147,1,1,73.5,219.5,14.082245689686014
295,37,1,1,74.0,221.0,14.081933872526017
297,149,1,1,74.5,222.5,14.081626254089507
299,75,1,1,75.0,224.0,14.08132275013776
301,151,1,1,75.5,225.5,14.081023278670589
303,19,1,1,76.0,227.0,14.080727759852396
305,153,1,1,76.5,228.5,14.080436115941193
307,77,1,1,77.0,230.0,14.080148271220402
309,155,1,1,77.5,231.5,14.079864151933494
311,39,1,1,78.0,233.0,14.07958368622085
313,157,1,1,78.5,234.5,14.079306804059003
315,79,1,1,79.0,236.0,14.079033437202677
317,159,1,1,79.5,237.5,14.078763519128547
319,5,1,1,80.0,239.0,14.078496984981285
321,161,1,1,80.5,240.5,14.078233771521406
323,81,1,1,81.0,242.0,14.077973817075732
325,163,1,1,81.5,243.5,14.077717061488677
327,41,1,1,82.0,245.0,14.07746344607625
329,165,1,1,82.5,246.5,14.077212913581107
331,83,1,1,83.0,248.0,14.0769654081295
333,167,1,1,83.5,249.5,14.076720875189748
335,21,1,1,84.0,251.0,14.076479261532238
337,169,1,1,84.5,252.5,14.076240515190737
339,85,1,1,85.0,254.0,14.076004585425105
341,171,1,1,85.5,255.5,14.075771422685424
343,43,1,1,86.0,257.0,14.075540978577205
345,173,1,1,86.5,258.5,14.075313205827998
347,87,1,1,87.0,260.0,14.07508805825503
349,175,1,1,87.5,261.5,14.074865490734014
351,11,1,1,88.0,263.0,14.074645459168789
353,177,1,1,88.5,264.5,14.074427920462622
355,89,1,1,89.0,266.0,14.07421283248962
357,179,1,1,89.5,267.5,14.074000154067795
359,45,1,1,90.0,269.0,14.073789844932785
361,181,1,1,90.5,270.5,14.073581865712228
363,91,1,1,91.0,272.0,14.073376177901418
365,183,1,1,91.5,273.5,14.073172743839436
367,23,1,1,92.0,275.0,14.07297152668623
369,185,1,1,92.5,276.5,14.072772490400185
371,93,1,1,93.0,278.0,14.072575599716892
373,187,1,1,93.5,279.5,14.07238082012804
375,47,1,1,94.0,281.0,14.072188117861513
377,189,1,1,94.5,282.5,14.071997459861576
379,95,1,1,95.0,284.0,14.071808813770176
381,191,1,1,95.5,285.5,14.071622147908739
383,3,1,1,96.0,287.0,14.071437431260064
385,193,1,1,96.5,288.5,14.071254633451545
387,97,1,1,97.0,290.0,14.07107372473818
389,195,1,1,97.5,291.5,14.070894675986738
391,49,1,1,98.0,293.0,14.070717458659892
393,197,1,1,98.5,294.5,14.070542044801135
395,99,1,1,99.0,296.0,14.070368407020105
397,199,1,1,99.5,297.5,14.070196518478351
399,25,1,1,100.0,299.0,14.070026352875393
401,201,1,1,100.5,300.5,14.069857884435372
403,101,1,1,101.0,302.0,14.06969108789407
405,203,1,1,101.5,303.5,14.069525938486233
407,51,1,1,102.0,305.0,14.069362411933277
409,205,1,1,102.5,306.5,14.06920048443152
411,103,1,1,103.0,308.0,14.0690401326405
413,207,1,1,103.5,309.5,14.068881333671737
415,13,1,1,104.0,311.0,14.06872406507807
417,209,1,1,104.5,312.5,14.068568304842778
419,105,1,1,105.0,314.0,14.068414031369509
421,211,1,1,105.5,315.5,14.068261223472215
423,53,1,1,106.0,317.0,14.068109860365476
425,213,1,1,106.5,318.5,14.067959921655131
427,107,1,1,107.0,320.0,14.06781138732896
429,215,1,1,107.5,321.5,14.067664237747927
431,27,1,1,108.0,323.0,14.067518453637508
433,217,1,1,108.5,324.5,14.067374016079157
435,109,1,1,109.0,326.0,14.067230906502331
437,219,1,1,109.5,327.5,14.067089106676283
439,55,1,1,110.0,329.0,14.066948598702497
441,221,1,1,110.5,330.5,14.066809365007144
443,111,1,1,111.0,332.0,14.066671388333642
445,223,1,1,111.5,333.5,14.0665346517356
447,7,1,1,112.0,335.0,14.06639913856997
449,225,1,1,112.5,336.5,14.066264832490075
451,113,1,1,113.0,338.0,14.066131717439259
453,227,1,1,113.5,339.5,14.065999777644398
455,57,1,1,114.0,341.0,14.065868997609533
457,229,1,1,114.5,342.5,14.065739362110063
459,115,1,1,115.0,344.0,14.065610856186646
461,231,1,1,115.5,345.5,14.06548346513957
463,29,1,1,116.0,347.0,14.065357174522982
465,233,1,1,116.5,348.5,14.065231970139585
467,117,1,1,117.0,350.0,14.065107838035287
469,235,1,1,117.5,351.5,14.064984764493952
471,59,1,1,118.0,353.0,14.064862736032362
473,237,1,1,118.5,354.5,14.064741739395375
475,119,1,1,119.0,356.0,14.064621761550988
477,239,1,1,119.5,357.5,14.06450278968584
479,15,1,1,120.0,359.0,14.064384811200444
481,241,1,1,120.5,360.5,14.06426781370492
483,121,1,1,121.0,362.0,14.064151785014541
485,243,1,1,121.5,363.5,14.064036713145514
487,61,1,1,122.0,365.0,14.063922586310985
489,245,1,1,122.5,366.5,14.063809392916736
491,123,1,1,123.0,368.0,14.06369712155762
493,247,1,1,123.5,369.5,14.063585761013455
495,31,1,1,124.0,371.0,14.063475300245303
497,249,1,1,124.5,372.5,14.063365728392029
499,125,1,1,125.0,374.0,14.063257034766465
501,251,1,1,125.5,375.5,14.063149208852275
503,63,1,1,126.0,377.0,14.063042240300163
505,253,1,1,126.5,378.5,14.062936118924794
507,127,1,1,127.0,380.0,14.062830834701677
509,255,1,1,127.5,381.5,14.062726377763706
511,1,1,1,128.0,383.0,14.062622738398252
