number,target,multiplier,addend,total,diff,angle
267,401,3,1,200.5,66.5,36.90421676693471
269,101,3,1,202.0,67.0,36.90396172001904
271,407,3,1,203.5,67.5,36.903710435965955
273,205,3,1,205.0,68.0,36.90346283211155
275,413,3,1,206.5,68.5,36.90321882819565
277,13,3,1,208.0,69.0,36.90297834627503
279,419,3,1,209.5,69.5,36.90274131064048
281,211,3,1,211.0,70.0,36.902507647737245
283,425,3,1,212.5,70.5,36.90227728608902
285,107,3,1,214.0,71.0,36.902050156224924
287,431,3,1,215.5,71.5,36.90182619060984
289,217,3,1,217.0,72.0,36.90160532357731
291,437,3,1,218.5,72.5,36.901387491265375
293,55,3,1,220.0,73.0,36.90117263155504
295,443,3,1,221.5,73.5,36.90096068401125
297,223,3,1,223.0,74.0,36.90075158982613
299,449,3,1,224.5,74.5,36.90054529176464
301,113,3,1,226.0,75.0,36.90034173411232
303,455,3,1,227.5,75.5,36.90014086262514
305,229,3,1,229.0,76.0,36.899942624481355
307,461,3,1,230.5,76.5,36.89974696823503
309,29,3,1,232.0,77.0,36.89955384377177
311,467,3,1,233.5,77.5,36.899363202265725
313,235,3,1,235.0,78.0,36.899174996138505
315,473,3,1,236.5,78.5,36.89898917901966
317,119,3,1,238.0,79.0,36.898805705708455
319,479,3,1,239.5,79.5,36.898624532137354
321,241,3,1,241.0,80.0,36.898445615336634
323,485,3,1,242.5,80.5,36.89826891340044
325,61,3,1,244.0,81.0,36.89809438545408
327,491,3,1,245.5,81.5,36.89792199162247
329,247,3,1,247.0,82.0,36.897751692999776
331,497,3,1,248.5,82.5,36.89758345162018
333,125,3,1,250.0,83.0,36.89741723042959
335,503,3,1,251.5,83.5,36.89725299325847
337,253,3,1,253.0,84.0,36.89709070479564
339,509,3,1,254.5,84.5,36.8969303305629
341,1,3,1,256.0,85.0,36.89677183689063
343,515,3,1,257.5,85.5,36.896615190894245
345,259,3,1,259.0,86.0,36.89646036045144
347,521,3,1,260.5,86.5,36.896307314180206
349,131,3,1,262.0,87.0,36.89615602141767
351,527,3,1,263.5,87.5,36.896006452199586
353,265,3,1,265.0,88.0,36.89585857724052
355,533,3,1,266.5,88.5,36.89571236791482
357,67,3,1,268.0,89.0,36.895567796238026
359,539,3,1,269.5,89.5,36.895424834849145
361,271,3,1,271.0,90.0,36.89528345699328
363,545,3,1,272.5,90.5,36.895143636505004
365,137,3,1,274.0,91.0,36.895005347792136
367,551,3,1,275.5,91.5,36.89486856582024
369,277,3,1,277.0,92.0,36.89473326609745
371,557,3,1,278.5,92.5,36.89459942465981
373,35,3,1,280.0,93.0,36.89446701805722
375,563,3,1,281.5,93.5,36.894336023339655
377,283,3,1,283.0,94.0,36.89420641804398
379,569,3,1,284.5,94.5,36.89407818018099
381,143,3,1,286.0,95.0,36.893951288223136
383,575,3,1,287.5,95.5,36.89382572109234
385,289,3,1,289.0,96.0,36.893701458148385
387,581,3,1,290.5,96.5,36.8935784791776
389,73,3,1,292.0,97.0,36.89345676438187
391,587,3,1,293.5,97.5,36.89333629436805
393,295,3,1,295.0,98.0,36.89321705013764
395,593,3,1,296.5,98.5,36.89309901307681
397,149,3,1,298.0,99.0,36.89298216494669
399,599,3,1,299.5,99.5,36.892866487874024
401,301,3,1,301.0,100.0,36.89275196434196
403,605,3,1,302.5,100.5,36.89263857718136
405,19,3,1,304.0,101.0,36.89252630956205
407,611,3,1,305.5,101.5,36.89241514498462
409,307,3,1,307.0,102.0,36.892305067272275
411,617,3,1,308.5,102.5,36.892196060562995
413,155,3,1,310.0,103.0,36.892088109301916
415,623,3,1,311.5,103.5,36.89198119823402
417,313,3,1,313.0,104.0,36.89187531239677
419,629,3,1,314.5,104.5,36.89177043711326
421,79,3,1,316.0,105.0,36.8916665579854
423,635,3,1,317.5,105.5,36.891563660887364
425,319,3,1,319.0,106.0,36.8914617319591
427,641,3,1,320.5,106.5,36.89136075760017
429,161,3,1,322.0,107.0,36.89126072446369
431,647,3,1,323.5,107.5,36.89116161945046
433,325,3,1,325.0,108.0,36.891063429703195
435,653,3,1,326.5,108.5,36.89096614260103
437,41,3,1,328.0,109.0,36.890869745754074
439,659,3,1,329.5,109.5,36.89077422699815
441,331,3,1,331.0,110.0,36.89067957438971
443,665,3,1,332.5,110.5,36.8905857762008
445,167,3,1,334.0,111.0,36.89049282091427
447,671,3,1,335.5,111.5,36.89040069721902
449,337,3,1,337.0,112.0,36.89030939400548
451,677,3,1,338.5,112.5,36.890218900361
453,85,3,1,340.0,113.0,36.8901292055657
455,683,3,1,341.5,113.5,36.89004029908806
457,343,3,1,343.0,114.0,36.8899521705809
459,689,3,1,344.5,114.5,36.88986480987734
461,173,3,1,346.0,115.0,36.889778206986875
463,695,3,1,347.5,115.5,36.88969235209157
465,349,3,1,349.0,116.0,36.889607235542364
467,701,3,1,350.5,116.5,36.88952284785545
469,11,3,1,352.0,117.0,36.889439179708766
471,707,3,1,353.5,117.5,36.88935622193853
473,355,3,1,355.0,118.0,36.889273965535885
475,713,3,1,356.5,118.5,36.889192401643726
477,179,3,1,358.0,119.0,36.88911152155338
479,719,3,1,359.5,119.5,36.88903131670166
481,361,3,1,361.0,120.0,36.88895177866774
483,725,3,1,362.5,120.5,36.88887289917019
485,91,3,1,364.0,121.0,36.888794670064186
487,731,3,1,365.5,121.5,36.888717083338726
489,367,3,1,367.0,122.0,36.8886401311137
491,737,3,1,368.5,122.5,36.88856380563748
493,185,3,1,370.0,123.0,36.888488099284125
495,743,3,1,371.5,123.5,36.88841300455096
497,373,3,1,373.0,124.0,36.88833851405602
499,749,3,1,374.5,124.5,36.88826462053564
501,47,3,1,376.0,125.0,36.88819131684214
503,755,3,1,377.5,125.5,36.88811859594152
505,379,3,1,379.0,126.0,36.88804645091112
507,761,3,1,380.5,126.5,36.887974874937555
509,191,3,1,382.0,127.0,36.88790386131442
511,767,3,1,383.5,127.5,36.887833403440375
1,1,3,1,0.5,0.5,26.565051177077994
3,5,3,1,1.25,1.75,22.61986494804042
5,1,3,1,2.0,3.0,21.801409486351798
7,11,3,1,2.75,4.25,21.447736327105346
9,7,3,1,3.5,5.5,21.250505507133255
11,17,3,1,4.25,6.75,21.124719146072483
13,5,3,1,5.0,8.0,21.037511025421825
15,23,3,1,5.75,9.25,20.973493421320782
17,13,3,1,6.5,10.5,20.92450174492117
19,29,3,1,7.25,11.75,20.885801460693035
21,1,3,1,8.0,13.0,20.854458039578343
23,35,3,1,8.75,14.25,20.82855579020684
25,19,3,1,9.5,15.5,20.80679101271124
27,41,3,1,10.25,16.75,20.788245689030312
29,11,3,1,11.0,18.0,20.77225468204584
31,47,3,1,11.75,19.25,20.758324271546417
33,25,3,1,12.5,20.5,20.746080275683404
35,53,3,1,13.25,21.75,20.73523393799698
37,7,3,1,14.0,23.0,20.725558865560533
39,59,3,1,14.75,24.25,20.716875055455297
41,31,3,1,15.5,25.5,20.70903759164902
43,65,3,1,16.25,26.75,20.70192849316662
45,17,3,1,17.0,28.0,20.695450734063293
47,71,3,1,17.75,29.25,20.68952378885705
49,37,3,1,18.5,30.5,20.684080267946797
51,77,3,1,19.25,31.75,20.67906334404972
53,5,3,1,20.0,33.0,20.6744247608739
55,83,3,1,20.75,34.25,20.670123275933552
57,43,3,1,21.5,35.5,20.66612343095326
59,89,3,1,22.25,36.75,20.66239457218315
61,23,3,1,23.0,38.0,20.658910063307477
63,95,3,1,23.75,39.25,20.655646648176713
65,49,3,1,24.5,40.5,20.652583931113586
67,101,3,1,25.25,41.75,20.649703950241253
69,13,3,1,26.0,43.0,20.64699082497035
71,107,3,1,26.75,44.25,20.64443046303118
73,55,3,1,27.5,45.5,20.642010315637208
75,113,3,1,28.25,46.75,20.639719171801033
77,29,3,1,29.0,48.0,20.637546984687816
79,119,3,1,29.75,49.25,20.635484724331192
81,61,3,1,30.5,50.5,20.633524252158228
83,125,3,1,31.25,51.75,20.63165821364619
85,1,3,1,32.0,53.0,20.629879946126174
87,131,3,1,32.75,54.25,20.628183399297555
89,67,3,1,33.5,55.5,20.626563066454477
91,137,3,1,34.25,56.75,20.62501392477737
93,35,3,1,35.0,58.0,20.62353138332524
95,143,3,1,35.75,59.25,20.62211123759461
97,73,3,1,36.5,60.5,20.62074962969762
99,149,3,1,37.25,61.75,20.61944301336476
101,19,3,1,38.0,63.0,20.61818812310448
103,155,3,1,38.75,64.25,20.61698194695391
105,79,3,1,39.5,65.5,20.61582170234287
107,161,3,1,40.25,66.75,20.614704814663536
109,41,3,1,41.0,68.0,20.613628898198613
111,167,3,1,41.75,69.25,20.61259173911046
113,85,3,1,42.5,70.5,20.611591280236066
115,173,3,1,43.25,71.75,20.61062560746806
117,11,3,1,44.0,73.0,20.609692937532056
119,179,3,1,44.75,74.25,20.60879160699612
121,91,3,1,45.5,75.5,20.607920062369793
123,185,3,1,46.25,76.75,20.60707685116867
125,47,3,1,47.0,78.0,20.60626061383683
127,191,3,1,47.75,79.25,20.60547007643174
129,97,3,1,48.5,80.5,20.6047040439898
131,197,3,1,49.25,81.75,20.603961394499407
133,25,3,1,50.0,83.0,20.603241073417323
135,203,3,1,50.75,84.25,20.602542088672795
137,103,3,1,51.5,85.5,20.601863506108664
139,209,3,1,52.25,86.75,20.60120444531635
141,53,3,1,53.0,88.0,20.600564075824888
143,215,3,1,53.75,89.25,20.599941613609793
145,109,3,1,54.5,90.5,20.59933631789089
147,221,3,1,55.25,91.75,20.59874748819124
149,7,3,1,56.0,93.0,20.59817446163294
151,227,3,1,56.75,94.25,20.597616610447922
153,115,3,1,57.5,95.5,20.59707333968372
155,233,3,1,58.25,96.75,20.596544085086922
157,59,3,1,59.0,98.0,20.596028311148384
159,239,3,1,59.75,99.25,20.59552550929577
161,121,3,1,60.5,100.5,20.595035196220977
163,245,3,1,61.25,101.75,20.594556912330525
165,31,3,1,62.0,103.0,20.594090220308768
167,251,3,1,62.75,104.25,20.593634703784065
169,127,3,1,63.5,105.5,20.593189966089877
171,257,3,1,64.25,106.75,20.592755629112702
173,65,3,1,65.0,108.0,20.592331332219917
175,263,3,1,65.75,109.25,20.591916731261026
177,133,3,1,66.5,110.5,20.59151149763679
179,269,3,1,67.25,111.75,20.591115317430596
181,17,3,1,68.0,113.0,20.590727890597357
183,275,3,1,68.75,114.25,20.590348930205877
185,139,3,1,69.5,115.5,20.589978161729906
187,281,3,1,70.25,116.75,20.589615322385136
189,71,3,1,71.0,118.0,20.589260160507944
191,287,3,1,71.75,119.25,20.588912434973352
193,145,3,1,72.5,120.5,20.588571914649012
195,293,3,1,73.25,121.75,20.588238377882973
197,37,3,1,74.0,123.0,20.587911612022463
199,299,3,1,74.75,124.25,20.587591412961824
201,151,3,1,75.5,125.5,20.587277584717338
203,305,3,1,76.25,126.75,20.586969939027174
205,77,3,1,77.0,128.0,20.586668294974867
207,311,3,1,77.75,129.25,20.586372478634534
209,157,3,1,78.5,130.5,20.586082322736342
211,317,3,1,79.25,131.75,20.585797666351315
213,5,3,1,80.0,133.0,20.58551835459344
215,323,3,1,80.75,134.25,20.585244238338948
217,163,3,1,81.5,135.5,20.584975173960636
219,329,3,1,82.25,136.75,20.584711023076885
221,83,3,1,83.0,138.0,20.58445165231454
223,335,3,1,83.75,139.25,20.5841969330842
225,169,3,1,84.5,140.5,20.58394674136772
227,341,3,1,85.25,141.75,20.583700957516804
229,43,3,1,86.0,143.0,20.583459466062305
231,347,3,1,86.75,144.25,20.583222155533264
233,175,3,1,87.5,145.5,20.582988918285377
235,353,3,1,88.25,146.75,20.582759650338186
237,89,3,1,89.0,148.0,20.582534251220512
239,359,3,1,89.75,149.25,20.58231262382367
241,181,3,1,90.5,150.5,20.582094674261945
243,365,3,1,91.25,151.75,20.58188031173991
245,23,3,1,92.0,153.0,20.581669448426553
247,371,3,1,92.75,154.25,20.581461999334913
249,187,3,1,93.5,155.5,20.58125788220826
251,377,3,1,94.25,156.75,20.581057017411073
253,95,3,1,95.0,158.0,20.580859327825504
255,383,3,1,95.75,159.25,20.580664738752784
257,193,3,1,96.5,160.5,20.580473177819023
259,389,3,1,97.25,161.75,20.580284574885386
261,49,3,1,98.0,163.0,20.58009886196258
263,395,3,1,98.75,164.25,20.579915973129157
265,199,3,1,99.5,165.5,20.579735844453378
267,401,3,1,100.25,166.75,20.579558413918786
269,101,3,1,101.0,168.0,20.57938362135301
271,407,3,1,101.75,169.25,20.579211408359708
273,205,3,1,102.5,170.5,20.5790417182535
275,413,3,1,103.25,171.75,20.57887449599786
277,13,3,1,104.0,173.0,20.578709688145416
279,419,3,1,104.75,174.25,20.57854724278124
281,211,3,1,105.5,175.5,20.578387109468085
283,425,3,1,106.25,176.75,20.578229239194325
285,107,3,1,107.0,178.0,20.57807358432395
287,431,3,1,107.75,179.25,20.57792009854852
289,217,3,1,108.5,180.5,20.57776873684133
291,437,3,1,109.25,181.75,20.577619455413362
293,55,3,1,110.0,183.0,20.577472211671015
295,443,3,1,110.75,184.25,20.577326964175604
297,223,3,1,111.5,185.5,20.5771836726045
299,449,3,1,112.25,186.75,20.577042297713792
301,113,3,1,113.0,188.0,20.57690280130248
303,455,3,1,113.75,189.25,20.57676514617796
305,229,3,1,114.5,190.5,20.57662929612309
307,461,3,1,115.25,191.75,20.57649521586439
309,29,3,1,116.0,193.0,20.57636287104144
311,467,3,1,116.75,194.25,20.576232228177563
313,235,3,1,117.5,195.5,20.576103254651713
315,473,3,1,118.25,196.75,20.57597591867107
317,119,3,1,119.0,198.0,20.5758501892451
319,479,3,1,119.75,199.25,20.575726036160415
321,241,3,1,120.5,200.5,20.575603429956455
323,485,3,1,121.25,201.75,20.575482341902227
325,61,3,1,122.0,203.0,20.575362743973905
327,491,3,1,122.75,204.25,20.575244608833216
329,247,3,1,123.5,205.5,20.57512790980646
331,497,3,1,124.25,206.75,20.575012620864623
333,125,3,1,125.0,208.0,20.57489871660392
335,503,3,1,125.75,209.25,20.574786172227096
337,253,3,1,126.5,210.5,20.57467496352557
339,509,3,1,127.25,211.75,20.574565066861908
341,1,3,1,128.0,213.0,20.574456459153197
343,515,3,1,128.75,214.25,20.57434911785482
345,259,3,1,129.5,215.5,20.574243020944895
347,521,3,1,130.25,216.75,20.574138146909153
349,131,3,1,131.0,218.0,20.574034474726442
351,527,3,1,131.75,219.25,20.573931983854685
353,265,3,1,132.5,220.5,20.573830654217275
355,533,3,1,133.25,221.75,20.573730466189993
357,67,3,1,134.0,223.0,20.573631400588305
359,539,3,1,134.75,224.25,20.57353343865519
361,271,3,1,135.5,225.5,20.573436562049228
363,545,3,1,136.25,226.75,20.573340752833122
365,137,3,1,137.0,228.0,20.57324599346272
367,551,3,1,137.75,229.25,20.573152266776262
369,277,3,1,138.5,230.5,20.573059555984045
371,557,3,1,139.25,231.75,20.572967844658265
373,35,3,1,140.0,233.0,20.57287711672354
375,563,3,1,140.75,234.25,20.572787356447336
377,283,3,1,141.5,235.5,20.572698548430903
379,569,3,1,142.25,236.75,20.57261067760057
381,143,3,1,143.0,238.0,20.57252372919902
383,575,3,1,143.75,239.25,20.5724376887773
385,289,3,1,144.5,240.5,20.572352542186568
387,581,3,1,145.25,241.75,20.572268275570433
389,73,3,1,146.0,243.0,20.572184875357436
391,587,3,1,146.75,244.25,20.57210232825386
393,295,3,1,147.5,245.5,20.572020621236426
395,593,3,1,148.25,246.75,20.571939741545684
397,149,3,1,149.0,248.0,20.57185967667925
399,599,3,1,149.75,249.25,20.571780414385415
401,301,3,1,150.5,250.5,20.57170194265683
403,605,3,1,151.25,251.75,20.571624249724465
405,19,3,1,152.0,253.0,20.571547324051814
407,611,3,1,152.75,254.25,20.571471154329007
409,307,3,1,153.5,255.5,20.571395729467515
411,617,3,1,154.25,256.75,20.571321038594466
413,155,3,1,155.0,258.0,20.57124707104767
415,623,3,1,155.75,259.25,20.571173816370454
417,313,3,1,156.5,260.5,20.571101264306716
419,629,3,1,157.25,261.75,20.571029404796093
421,79,3,1,158.0,263.0,20.57095822796953
423,635,3,1,158.75,264.25,20.570887724144434
425,319,3,1,159.5,265.5,20.570817883820542
427,641,3,1,160.25,266.75,20.570748697675548
429,161,3,1,161.0,268.0,20.57068015656101
431,647,3,1,161.75,269.25,20.57061225149819
433,325,3,1,162.5,270.5,20.570544973674288
435,653,3,1,163.25,271.75,20.570478314438596
437,41,3,1,164.0,273.0,20.570412265298668
439,659,3,1,164.75,274.25,20.570346817916857
441,331,3,1,165.5,275.5,20.57028196410674
443,665,3,1,166.25,276.75,20.57021769582971
445,167,3,1,167.0,278.0,20.570154005191693
447,671,3,1,167.75,279.25,20.57009088443983
449,337,3,1,168.5,280.5,20.570028325959445
451,677,3,1,169.25,281.75,20.569966322270854
453,85,3,1,170.0,283.0,20.56990486602652
455,683,3,1,170.75,284.25,20.569843950008018
457,343,3,1,171.5,285.5,20.56978356712333
459,689,3,1,172.25,286.75,20.56972371040401
461,173,3,1,173.0,288.0,20.569664373002535
463,695,3,1,173.75,289.25,20.569605548189642
465,349,3,1,174.5,290.5,20.569547229351915
467,701,3,1,175.25,291.75,20.569489409989174
469,11,3,1,176.0,293.0,20.569432083712073
471,707,3,1,176.75,294.25,20.56937524423986
473,355,3,1,177.5,295.5,20.56931888539791
475,713,3,1,178.25,296.75,20.569263001115658
477,179,3,1,179.0,298.0,20.5692075854243
479,719,3,1,179.75,299.25,20.56915263245475
481,361,3,1,180.5,300.5,20.569098136435482
483,725,3,1,181.25,301.75,20.56904409169058
485,91,3,1,182.0,303.0,20.56899049263773
487,731,3,1,182.75,304.25,20.56893733378635
489,367,3,1,183.5,305.5,20.56888460973563
491,737,3,1,184.25,306.75,20.568832315172795
493,185,3,1,185.0,308.0,20.568780444871198
495,743,3,1,185.75,309.25,20.568728993688772
497,373,3,1,186.5,310.5,20.568677956566063
499,749,3,1,187.25,311.75,20.56862732852488
501,47,3,1,188.0,313.0,20.568577104666467
503,755,3,1,188.75,314.25,20.568527280169857
505,379,3,1,189.5,315.5,20.568477850290588
507,761,3,1,190.25,316.75,20.568428810359034
509,191,3,1,191.0,318.0,20.568380155778925
511,767,3,1,191.75,319.25,20.56833188202592
